日期,新增用户,活跃用户,启动次数,累计用户,新用户占比,平均日使用时长,平均日启动次数
2015-01-29,42,5200,54219,7838,0.81%,00:07:23,10.43
2015-01-28,83,5291,53240,7796,1.57%,00:07:35,10.06
2015-01-27,91,5201,45969,7713,1.75%,00:05:49,8.84
2015-01-26,50,5150,50793,7622,0.97%,00:05:48,9.86
2015-01-25,39,4640,31793,7572,0.84%,00:03:52,6.85
2015-01-24,65,4541,26229,7533,1.43%,00:03:05,5.78
2015-01-23,143,4904,29300,7468,2.92%,00:03:33,5.97
2015-01-22,206,4840,30667,7325,4.26%,00:04:11,6.34
2015-01-21,117,4030,17851,7119,2.9%,00:02:49,4.43
2015-01-20,138,4312,20362,7002,3.2%,00:03:12,4.72
2015-01-19,147,4024,14797,6864,3.65%,00:02:44,3.68
2015-01-18,73,2671,6979,6717,2.73%,00:01:54,2.61
2015-01-17,65,2376,6238,6644,2.74%,00:01:55,2.63
2015-01-16,80,2894,8648,6579,2.76%,00:02:17,2.99
2015-01-15,111,2858,8951,6499,3.88%,00:02:21,3.13
2015-01-14,106,2875,8507,6388,3.69%,00:02:02,2.96
2015-01-13,125,2942,9348,6282,4.25%,00:02:11,3.18
2015-01-12,146,3059,9634,6157,4.77%,00:02:14,3.15
2015-01-11,65,1895,4670,6011,3.43%,00:01:46,2.46
2015-01-10,61,1712,3982,5946,3.56%,00:01:38,2.33
2015-01-09,161,2867,9500,5885,5.62%,00:02:12,3.31
2015-01-08,132,2620,8272,5724,5.04%,00:02:03,3.16
2015-01-07,170,2543,7902,5592,6.69%,00:02:05,3.11
2015-01-06,180,2471,7199,5422,7.28%,00:02:04,2.91
2015-01-05,215,2650,7962,5242,8.11%,00:02:11,3.0
2015-01-04,175,2249,5986,5027,7.78%,00:01:44,2.66
2015-01-03,145,1670,3488,4852,8.68%,00:01:27,2.09
2015-01-02,124,1444,3069,4707,8.59%,00:01:35,2.13
2015-01-01,118,1349,2739,4583,8.75%,00:01:31,2.03
2014-12-31,65,1007,1970,4465,6.45%,00:01:23,1.96
2014-12-30,208,1898,5377,4400,10.96%,00:02:05,2.83
2014-12-29,329,2128,6081,4192,15.46%,00:02:21,2.86
2014-12-28,266,1479,3468,3863,17.99%,00:02:06,2.34
2014-12-27,198,1237,2790,3597,16.01%,00:01:59,2.26
2014-12-26,299,1511,3957,3399,19.79%,00:02:38,2.62
2014-12-25,190,1780,5889,3100,10.67%,00:03:09,3.31
2014-12-24,372,1894,7216,2910,19.64%,00:03:10,3.81
2014-12-23,1100,1997,7353,2538,55.08%,00:04:22,3.68
2014-12-22,1212,1338,4412,1438,90.58%,00:04:45,3.3
2014-12-21,48,134,386,226,35.82%,00:03:22,2.88
2014-12-20,6,56,169,178,10.71%,00:02:37,3.02
2014-12-19,6,50,128,172,12.0%,00:02:13,2.56
2014-12-18,7,66,201,166,10.61%,00:03:05,3.05
2014-12-17,17,83,345,159,20.48%,00:03:56,4.16
2014-12-16,38,79,338,142,48.1%,00:05:46,4.28
2014-12-15,2,47,154,104,4.26%,00:03:08,3.28
2014-12-14,2,39,166,102,5.13%,00:05:08,4.26
2014-12-13,1,29,104,100,3.45%,00:04:54,3.59
2014-12-12,1,31,69,99,3.23%,00:02:55,2.23
2014-12-11,4,50,174,98,8.0%,00:03:22,3.48
2014-12-10,10,49,270,94,20.41%,00:07:17,5.51
2014-12-09,41,55,275,84,74.55%,00:09:15,5.0
2014-12-08,2,13,82,43,15.38%,00:07:01,6.31
2014-12-07,0,8,27,41,0.0%,00:03:13,3.38
2014-12-06,0,7,29,41,0.0%,00:03:43,4.14
2014-12-05,0,7,28,41,0.0%,00:04:48,4.0
2014-12-04,0,7,40,41,0.0%,00:04:50,5.71
2014-12-03,0,8,42,41,0.0%,00:05:13,5.25
2014-12-02,1,10,43,41,10.0%,00:08:33,4.3
2014-12-01,0,7,52,40,0.0%,00:14:47,7.43
2014-11-30,0,6,41,40,0.0%,00:04:26,6.83
2014-11-29,0,4,20,40,0.0%,00:02:32,5.0
2014-11-28,0,7,34,40,0.0%,00:11:18,4.86
2014-11-27,1,8,41,40,12.5%,00:03:08,5.13
2014-11-26,1,9,52,39,11.11%,00:08:53,5.78
2014-11-25,0,9,74,38,0.0%,00:02:54,8.22
2014-11-24,1,10,53,38,10.0%,00:06:03,5.3
2014-11-23,0,7,54,37,0.0%,00:06:52,7.71
2014-11-22,0,9,54,37,0.0%,00:04:42,6.0
2014-11-21,0,3,15,37,0.0%,00:06:38,5.0
2014-11-20,0,7,38,37,0.0%,00:06:22,5.43
2014-11-19,0,6,25,37,0.0%,00:01:27,4.17
2014-11-18,0,2,5,37,0.0%,00:01:05,2.5
2014-11-17,3,10,30,37,30.0%,00:02:25,3.0
2014-11-16,0,5,18,34,0.0%,00:01:53,3.6
2014-11-15,0,8,15,34,0.0%,00:00:37,1.88
2014-11-14,0,6,22,34,0.0%,00:01:56,3.67
2014-11-13,0,8,29,34,0.0%,00:02:53,3.63
2014-11-12,0,8,15,34,0.0%,00:01:06,1.88
2014-11-11,0,3,16,34,0.0%,00:05:07,5.33
2014-11-10,0,6,21,34,0.0%,00:01:04,3.5
2014-11-09,1,8,13,34,12.5%,00:00:48,1.63
2014-11-08,0,4,10,33,0.0%,00:01:39,2.5
2014-11-07,0,8,23,33,0.0%,00:01:54,2.88
2014-11-06,1,8,21,33,12.5%,00:01:02,2.63
2014-11-05,0,7,17,32,0.0%,00:00:39,2.43
2014-11-04,0,5,13,32,0.0%,00:01:35,2.6
2014-11-03,1,6,16,32,16.67%,00:02:02,2.67
2014-11-02,0,5,8,31,0.0%,00:00:58,1.6
2014-11-01,0,4,11,31,0.0%,00:01:46,2.75
2014-10-31,0,6,31,31,0.0%,00:04:17,5.17
2014-10-30,0,7,32,31,0.0%,00:01:20,4.57
2014-10-29,0,6,18,31,0.0%,00:01:55,3.0
2014-10-28,2,6,26,31,33.33%,00:03:05,4.33
2014-10-27,0,6,19,29,0.0%,00:01:36,3.17
2014-10-26,1,4,14,29,25.0%,00:02:34,3.5
2014-10-25,0,4,23,28,0.0%,00:02:48,5.75
2014-10-24,0,3,5,28,0.0%,00:00:30,1.67
2014-10-23,1,8,25,28,12.5%,00:00:36,3.13
2014-10-22,0,8,32,27,0.0%,00:01:30,4.0
2014-10-21,1,7,31,27,14.29%,00:01:37,4.43
2014-10-20,0,8,53,26,0.0%,00:02:33,6.63
2014-10-19,0,4,12,26,0.0%,00:01:49,3.0
2014-10-18,0,2,3,26,0.0%,00:01:45,1.5
2014-10-17,0,8,41,26,0.0%,00:02:16,5.13
2014-10-16,0,6,16,26,0.0%,00:00:43,2.67
2014-10-15,1,9,38,26,11.11%,00:01:43,4.22
2014-10-14,1,10,45,25,10.0%,00:02:07,4.5
2014-10-13,1,7,30,24,14.29%,00:01:59,4.29
2014-10-12,3,8,22,23,37.5%,00:02:35,2.75
2014-10-11,1,7,26,20,14.29%,00:03:53,3.71
2014-10-10,0,3,14,19,0.0%,00:02:49,4.67
2014-10-09,1,7,38,19,14.29%,00:03:38,5.43
2014-10-08,0,6,22,18,0.0%,00:01:56,3.67
2014-10-07,0,4,27,18,0.0%,00:03:52,6.75
2014-10-06,0,3,18,18,0.0%,00:02:44,6.0
2014-10-05,0,3,11,18,0.0%,00:17:49,3.67
2014-10-04,0,2,5,18,0.0%,00:00:48,2.5
2014-10-03,1,3,14,18,33.33%,00:04:13,4.67
2014-10-02,0,2,4,17,0.0%,00:00:57,2.0
2014-10-01,0,2,4,17,0.0%,00:00:48,2.0
2014-09-30,0,1,1,17,0.0%,00:00:01,1.0
2014-09-29,0,3,14,17,0.0%,00:02:59,4.67
2014-09-28,0,4,15,17,0.0%,00:02:23,3.75
2014-09-27,0,2,9,17,0.0%,00:03:16,4.5
2014-09-26,0,5,9,17,0.0%,00:02:27,1.8
2014-09-25,0,2,2,17,0.0%,00:00:11,1.0
2014-09-24,0,4,13,17,0.0%,00:00:55,3.25
2014-09-23,0,5,17,17,0.0%,00:02:12,3.4
2014-09-22,0,6,16,17,0.0%,00:01:53,2.67
2014-09-21,0,5,20,17,0.0%,00:00:52,4.0
2014-09-20,0,1,1,17,0.0%,00:00:38,1.0
2014-09-19,1,5,10,17,20.0%,00:00:50,2.0
2014-09-18,1,5,17,16,20.0%,00:05:58,3.4
2014-09-17,2,7,32,15,28.57%,00:05:00,4.57
2014-09-16,0,3,14,13,0.0%,00:01:47,4.67
2014-09-15,1,3,4,13,33.33%,00:00:37,1.33
2014-09-14,0,1,1,12,0.0%,00:00:17,1.0
2014-09-13,0,2,9,12,0.0%,00:04:23,4.5
2014-09-12,0,2,7,12,0.0%,00:09:37,3.5
2014-09-11,0,3,55,12,0.0%,00:14:14,18.33
2014-09-10,0,1,3,12,0.0%,00:02:54,3.0
2014-09-09,0,1,1,12,0.0%,00:00:05,1.0
2014-09-08,1,2,15,12,50.0%,00:05:07,7.5
2014-09-07,0,1,15,11,0.0%,00:11:34,15.0
2014-09-06,0,0,0,11,0.0%,00:00:00,0.0
2014-09-05,0,1,1,11,0.0%,00:00:01,1.0
2014-09-04,0,0,0,11,0.0%,00:00:00,0.0
2014-09-03,0,0,0,11,0.0%,00:00:00,0.0
2014-09-02,1,2,7,11,50.0%,00:03:12,3.5
2014-09-01,0,2,4,10,0.0%,00:02:22,2.0
2014-08-31,0,1,3,10,0.0%,00:01:17,3.0
2014-08-30,0,1,1,10,0.0%,00:00:09,1.0
2014-08-29,0,1,1,10,0.0%,00:00:06,1.0
2014-08-28,0,1,1,10,0.0%,00:00:11,1.0
2014-08-27,0,1,1,10,0.0%,00:01:07,1.0
2014-08-26,0,2,2,10,0.0%,00:00:12,1.0
2014-08-25,0,0,0,10,0.0%,00:00:00,0.0
2014-08-24,0,1,1,10,0.0%,00:00:01,1.0
2014-08-23,0,1,1,10,0.0%,00:00:00,1.0
2014-08-22,0,0,0,10,0.0%,00:00:00,0.0
2014-08-21,0,1,1,10,0.0%,00:00:28,1.0
2014-08-20,0,2,3,10,0.0%,00:01:11,1.5
2014-08-19,0,0,0,10,0.0%,00:00:00,0.0
2014-08-18,0,1,1,10,0.0%,00:02:28,1.0
2014-08-17,0,1,1,10,0.0%,00:00:10,1.0
2014-08-16,0,2,2,10,0.0%,00:00:40,1.0
2014-08-15,0,2,6,10,0.0%,00:01:48,3.0
2014-08-14,0,1,2,10,0.0%,00:00:35,2.0
2014-08-13,0,1,7,10,0.0%,00:00:58,7.0
2014-08-12,0,1,2,10,0.0%,00:01:38,2.0
2014-08-11,0,3,10,10,0.0%,00:01:39,3.33
2014-08-10,0,2,16,10,0.0%,00:03:25,8.0
2014-08-09,2,3,17,10,66.67%,00:02:21,5.67
2014-08-08,0,1,4,8,0.0%,00:02:03,4.0
2014-08-07,1,1,2,8,100.0%,00:00:51,2.0
2014-08-06,0,0,0,7,0.0%,00:00:00,0.0
2014-08-05,1,4,74,7,25.0%,00:12:29,18.5
2014-08-04,0,3,94,6,0.0%,00:35:04,31.33
2014-08-03,2,3,62,6,66.67%,00:18:46,20.67
2014-08-02,1,2,50,4,50.0%,01:03:05,25.0
2014-08-01,3,3,73,3,100.0%,00:46:35,24.33
2014-07-31,0,0,0,0,0.0%,00:00:00,0.0
