日期,新增用户,活跃用户,启动次数,累计用户,新用户占比,平均日使用时长,平均日启动次数
2016-03-28,14,4569,19931,20212,0.31%,00:02:05,4.36
2016-03-27,12,2883,9214,20198,0.42%,00:01:47,3.2
2016-03-26,16,2148,6393,20186,0.74%,00:01:46,2.98
2016-03-25,12,3044,10176,20170,0.39%,00:01:43,3.34
2016-03-24,7,4132,16171,20158,0.17%,00:01:42,3.91
2016-03-23,17,4682,20917,20151,0.36%,00:01:55,4.47
2016-03-22,8,4871,22115,20134,0.16%,00:01:56,4.54
2016-03-21,10,4887,22619,20126,0.2%,00:02:12,4.63
2016-03-20,13,2889,9076,20116,0.45%,00:01:42,3.14
2016-03-19,13,2233,6900,20103,0.58%,00:01:50,3.09
2016-03-18,8,3539,11948,20090,0.23%,00:01:41,3.38
2016-03-17,13,4806,21450,20082,0.27%,00:01:54,4.46
2016-03-16,17,5291,26519,20069,0.32%,00:02:07,5.01
2016-03-15,12,5510,28694,20052,0.22%,00:02:18,5.21
2016-03-14,14,5672,30289,20040,0.25%,00:02:29,5.34
2016-03-13,15,3859,13880,20026,0.39%,00:02:05,3.6
2016-03-12,10,2710,8378,20011,0.37%,00:01:50,3.09
2016-03-11,15,4201,15970,20001,0.36%,00:01:53,3.8
2016-03-10,16,5567,28898,19986,0.29%,00:02:13,5.19
2016-03-09,17,6124,37344,19970,0.28%,00:02:39,6.1
2016-03-08,13,6324,41438,19953,0.21%,00:02:59,6.55
2016-03-07,22,6474,43417,19940,0.34%,00:03:14,6.71
2016-03-06,16,4765,17836,19918,0.34%,00:02:27,3.74
2016-03-05,10,3393,11513,19902,0.29%,00:02:24,3.39
2016-03-04,19,5599,26565,19892,0.34%,00:02:34,4.74
2016-03-03,22,6932,55056,19873,0.32%,00:04:22,7.94
2016-03-02,20,7299,71149,19851,0.27%,00:05:54,9.75
2016-03-01,45,7451,83113,19831,0.6%,00:07:11,11.15
2016-02-29,69,7731,95642,19786,0.89%,00:09:58,12.37
2016-02-28,130,6977,43392,19717,1.86%,00:07:19,6.22
2016-02-27,54,4316,18038,19587,1.25%,00:05:15,4.18
2016-02-26,72,4907,22938,19533,1.47%,00:06:09,4.67
2016-02-25,62,3477,10499,19461,1.78%,00:02:56,3.02
2016-02-24,43,2623,6491,19399,1.64%,00:02:20,2.47
2016-02-23,29,2084,4484,19356,1.39%,00:01:57,2.15
2016-02-22,22,1585,3060,19327,1.39%,00:01:51,1.93
2016-02-21,25,1501,2929,19305,1.67%,00:01:57,1.95
2016-02-20,23,1557,3151,19280,1.48%,00:01:57,2.02
2016-02-19,14,1240,2382,19257,1.13%,00:01:41,1.92
2016-02-18,11,1246,2299,19243,0.88%,00:01:41,1.85
2016-02-17,8,1191,2178,19232,0.67%,00:01:39,1.83
2016-02-16,11,1171,2057,19224,0.94%,00:01:26,1.76
2016-02-15,14,1231,2159,19213,1.14%,00:01:21,1.75
2016-02-14,12,1083,2017,19199,1.11%,00:01:16,1.86
2016-02-13,7,1130,2015,19187,0.62%,00:01:36,1.78
2016-02-12,9,1095,1905,19180,0.82%,00:01:07,1.74
2016-02-11,4,1134,1988,19171,0.35%,00:01:13,1.75
2016-02-10,7,1093,1859,19167,0.64%,00:01:07,1.7
2016-02-09,4,1122,1984,19160,0.36%,00:01:13,1.77
2016-02-08,8,1158,2030,19156,0.69%,00:00:54,1.75
2016-02-07,6,1142,2023,19148,0.53%,00:01:02,1.77
2016-02-06,7,1313,2396,19142,0.53%,00:01:12,1.82
2016-02-05,11,1448,2885,19135,0.76%,00:01:09,1.99
2016-02-04,13,1522,3036,19124,0.85%,00:01:10,1.99
2016-02-03,16,1925,4157,19111,0.83%,00:01:22,2.16
2016-02-02,8,2072,4900,19095,0.39%,00:01:21,2.36
2016-02-01,8,2353,6170,19087,0.34%,00:01:31,2.62
2016-01-31,9,2635,7919,19079,0.34%,00:01:46,3.01
2016-01-30,7,3003,10042,19070,0.23%,00:01:53,3.34
2016-01-29,14,3547,13048,19063,0.39%,00:02:04,3.68
2016-01-28,18,4189,17581,19049,0.43%,00:02:18,4.2
2016-01-27,18,4938,24014,19031,0.36%,00:02:42,4.86
2016-01-26,21,6131,38676,19013,0.34%,00:03:39,6.31
2016-01-25,19,6790,52016,18992,0.28%,00:04:32,7.66
2016-01-24,19,6735,51019,18973,0.28%,00:04:17,7.58
2016-01-23,14,7155,61907,18954,0.2%,00:04:43,8.65
2016-01-22,25,7398,68108,18940,0.34%,00:05:19,9.21
2016-01-21,17,7472,80443,18915,0.23%,00:06:11,10.77
2016-01-20,14,7485,82467,18898,0.19%,00:06:17,11.02
2016-01-19,18,7550,75557,18884,0.24%,00:06:27,10.01
2016-01-18,23,7422,73303,18866,0.31%,00:06:19,9.88
2016-01-17,16,7074,50733,18843,0.23%,00:04:08,7.17
2016-01-16,17,6965,48022,18827,0.24%,00:04:00,6.89
2016-01-15,18,6692,36376,18810,0.27%,00:03:28,5.44
2016-01-14,20,6620,32637,18792,0.3%,00:03:35,4.93
2016-01-13,17,5811,21841,18772,0.29%,00:02:52,3.76
2016-01-12,21,5531,21759,18755,0.38%,00:03:20,3.93
2016-01-11,17,5568,21603,18734,0.31%,00:03:25,3.88
2016-01-10,8,4154,12275,18717,0.19%,00:02:36,2.95
2016-01-09,14,3840,10902,18709,0.36%,00:02:40,2.84
2016-01-08,16,5088,19752,18695,0.31%,00:04:16,3.88
2016-01-07,15,5805,28480,18679,0.26%,00:04:18,4.91
2016-01-06,25,5082,18171,18664,0.49%,00:02:50,3.58
2016-01-05,22,5133,18886,18639,0.43%,00:03:07,3.68
2016-01-04,17,5046,17820,18617,0.34%,00:03:22,3.53
2016-01-03,18,3712,11067,18600,0.48%,00:03:19,2.98
2016-01-02,17,3048,8400,18582,0.56%,00:03:05,2.76
2016-01-01,11,2866,7707,18565,0.38%,00:02:55,2.69
2015-12-31,7,3333,10180,18554,0.21%,00:03:32,3.05
2015-12-30,10,5686,27579,18547,0.18%,00:04:20,4.85
2015-12-29,16,4348,14884,18537,0.37%,00:02:33,3.42
2015-12-28,9,4390,15078,18521,0.21%,00:02:51,3.43
2015-12-27,9,3072,8755,18512,0.29%,00:02:53,2.85
2015-12-26,13,2595,7042,18503,0.5%,00:02:58,2.71
2015-12-25,14,3772,13070,18490,0.37%,00:05:04,3.47
2015-12-24,18,5238,26994,18476,0.34%,00:09:25,5.15
2015-12-23,21,5820,34265,18458,0.36%,00:07:19,5.89
2015-12-22,18,5009,20896,18437,0.36%,00:03:40,4.17
2015-12-21,24,5075,23415,18419,0.47%,00:03:28,4.61
2015-12-20,6,2508,6549,18395,0.24%,00:01:43,2.61
2015-12-19,11,2154,5569,18389,0.51%,00:01:42,2.59
2015-12-18,6,2766,8110,18378,0.22%,00:01:42,2.93
2015-12-17,20,3493,11055,18372,0.57%,00:01:50,3.16
2015-12-16,15,3816,12633,18352,0.39%,00:02:00,3.31
2015-12-15,16,4115,13755,18337,0.39%,00:02:01,3.34
2015-12-14,15,4117,14186,18321,0.36%,00:02:03,3.45
2015-12-13,14,2782,7594,18306,0.5%,00:01:46,2.73
2015-12-12,11,2047,5311,18292,0.54%,00:01:52,2.59
2015-12-11,7,2913,8867,18281,0.24%,00:01:59,3.04
2015-12-10,14,3880,12713,18274,0.36%,00:02:07,3.28
2015-12-09,20,4569,16909,18260,0.44%,00:02:41,3.7
2015-12-08,18,4068,14373,18240,0.44%,00:02:03,3.53
2015-12-07,20,4155,14109,18222,0.48%,00:01:44,3.4
2015-12-06,10,2894,8162,18202,0.35%,00:01:36,2.82
2015-12-05,11,2126,5763,18192,0.52%,00:01:40,2.71
2015-12-04,17,3021,9121,18181,0.56%,00:01:45,3.02
2015-12-03,14,4067,13664,18164,0.34%,00:01:47,3.36
2015-12-02,24,4513,15954,18150,0.53%,00:01:56,3.54
2015-12-01,19,4705,17462,18126,0.4%,00:02:02,3.71
2015-11-30,16,4873,18694,18107,0.33%,00:02:05,3.84
2015-11-29,14,3688,11505,18091,0.38%,00:01:47,3.12
2015-11-28,10,2925,7940,18077,0.34%,00:01:40,2.71
2015-11-27,14,3805,11948,18067,0.37%,00:01:48,3.14
2015-11-26,20,5166,19648,18053,0.39%,00:01:58,3.8
2015-11-25,34,5913,24857,18033,0.58%,00:02:17,4.2
2015-11-24,36,6195,28427,17999,0.58%,00:02:44,4.59
2015-11-23,64,7049,39126,17963,0.91%,00:03:33,5.55
2015-11-22,42,5636,23102,17899,0.75%,00:02:38,4.1
2015-11-21,22,4622,16113,17857,0.48%,00:02:22,3.49
2015-11-20,34,5667,23584,17835,0.6%,00:02:45,4.16
2015-11-19,35,6666,34294,17801,0.53%,00:03:12,5.14
2015-11-18,77,7183,41598,17766,1.07%,00:03:42,5.79
2015-11-17,75,7156,39803,17689,1.05%,00:03:56,5.56
2015-11-16,59,6077,23859,17614,0.97%,00:03:19,3.93
2015-11-15,36,5103,19103,17555,0.71%,00:02:40,3.74
2015-11-14,35,5080,19389,17519,0.69%,00:03:01,3.82
2015-11-13,33,4673,16507,17484,0.71%,00:02:15,3.53
2015-11-12,31,4563,15168,17451,0.68%,00:02:01,3.32
2015-11-11,29,4924,17638,17420,0.59%,00:01:53,3.58
2015-11-10,24,4587,16659,17391,0.52%,00:01:56,3.63
2015-11-09,29,4930,18443,17367,0.59%,00:02:18,3.74
2015-11-08,17,3598,10894,17338,0.47%,00:02:07,3.03
2015-11-07,14,3035,9065,17321,0.46%,00:02:01,2.99
2015-11-06,26,3586,11081,17307,0.73%,00:01:57,3.09
2015-11-05,20,4340,15551,17281,0.46%,00:01:56,3.58
2015-11-04,24,4611,17549,17261,0.52%,00:02:16,3.81
2015-11-03,33,4629,18427,17237,0.71%,00:02:22,3.98
2015-11-02,37,4821,19117,17204,0.77%,00:02:34,3.97
2015-11-01,25,3350,10388,17167,0.75%,00:02:28,3.1
2015-10-31,32,2459,7322,17142,1.3%,00:02:03,2.98
2015-10-30,15,3501,11572,17110,0.43%,00:01:47,3.31
2015-10-29,25,4400,17408,17095,0.57%,00:01:53,3.96
2015-10-28,21,4861,20696,17070,0.43%,00:01:57,4.26
2015-10-27,18,4780,19873,17049,0.38%,00:01:43,4.16
2015-10-26,22,4820,20077,17031,0.46%,00:01:56,4.17
2015-10-25,30,3437,12188,17009,0.87%,00:01:46,3.55
2015-10-24,16,2438,6860,16979,0.66%,00:01:25,2.81
2015-10-23,20,2521,7607,16963,0.79%,00:01:33,3.02
2015-10-22,12,4634,18902,16943,0.26%,00:01:48,4.08
2015-10-21,25,5081,23050,16931,0.49%,00:02:00,4.54
2015-10-20,27,5239,23979,16906,0.52%,00:02:00,4.58
2015-10-19,47,5312,24198,16879,0.88%,00:02:08,4.56
2015-10-18,26,3917,14942,16832,0.66%,00:02:09,3.81
2015-10-17,21,2864,8333,16806,0.73%,00:01:39,2.91
2015-10-16,25,3738,12751,16785,0.67%,00:01:39,3.41
2015-10-15,29,5095,23163,16760,0.57%,00:01:59,4.55
2015-10-14,34,5557,28758,16731,0.61%,00:02:12,5.18
2015-10-13,31,5701,30715,16697,0.54%,00:02:19,5.39
2015-10-12,38,5764,30575,16666,0.66%,00:02:27,5.3
2015-10-11,26,3653,11278,16628,0.71%,00:01:48,3.09
2015-10-10,30,3325,10128,16602,0.9%,00:01:41,3.05
2015-10-09,40,4456,16677,16572,0.9%,00:01:51,3.74
2015-10-08,43,5733,29846,16532,0.75%,00:02:18,5.21
2015-10-07,55,4210,12759,16489,1.31%,00:01:56,3.03
2015-10-06,30,2635,6882,16434,1.14%,00:01:33,2.61
2015-10-05,22,1947,4441,16404,1.13%,00:01:21,2.28
2015-10-04,19,1671,3848,16382,1.14%,00:01:25,2.3
2015-10-03,14,1556,3638,16363,0.9%,00:01:21,2.34
2015-10-02,15,1645,3834,16349,0.91%,00:01:17,2.33
2015-10-01,12,1992,4911,16334,0.6%,00:01:22,2.47
2015-09-30,17,5291,28258,16322,0.32%,00:02:01,5.34
2015-09-29,28,5785,32294,16305,0.48%,00:02:17,5.58
2015-09-28,29,6073,35931,16277,0.48%,00:02:40,5.92
2015-09-27,21,3675,11347,16248,0.57%,00:01:49,3.09
2015-09-26,15,3224,10027,16227,0.47%,00:01:54,3.11
2015-09-25,18,4856,19606,16212,0.37%,00:01:49,4.04
2015-09-24,19,6360,39243,16194,0.3%,00:02:35,6.17
2015-09-23,36,6631,47534,16175,0.54%,00:03:10,7.17
2015-09-22,56,6963,52744,16139,0.8%,00:03:29,7.57
2015-09-21,69,7061,54551,16083,0.98%,00:03:53,7.73
2015-09-20,31,5310,19537,16014,0.58%,00:02:32,3.68
2015-09-19,22,4319,15672,15983,0.51%,00:02:27,3.63
2015-09-18,46,6318,34785,15961,0.73%,00:03:06,5.51
2015-09-17,78,7413,68070,15915,1.05%,00:05:01,9.18
2015-09-16,86,7749,85546,15837,1.11%,00:06:28,11.04
2015-09-15,155,7875,94535,15751,1.97%,00:07:33,12.0
2015-09-14,357,7994,104033,15596,4.47%,00:10:14,13.01
2015-09-13,612,6902,44081,15239,8.87%,00:07:36,6.39
2015-09-12,159,3908,14867,14627,4.07%,00:04:50,3.8
2015-09-11,145,4070,17107,14468,3.56%,00:05:40,4.2
2015-09-10,129,2851,8956,14323,4.52%,00:03:21,3.14
2015-09-09,138,2641,9428,14194,5.23%,00:03:44,3.57
2015-09-08,64,2106,5770,14056,3.04%,00:02:52,2.74
2015-09-07,27,1678,4548,13992,1.61%,00:02:22,2.71
2015-09-06,34,1541,3976,13965,2.21%,00:02:32,2.58
2015-09-05,50,1322,3178,13931,3.78%,00:02:30,2.4
2015-09-04,39,1256,2958,13881,3.11%,00:02:09,2.36
2015-09-03,42,1142,2654,13842,3.68%,00:02:03,2.32
2015-09-02,29,1324,3035,13800,2.19%,00:02:20,2.29
2015-09-01,35,1276,3214,13771,2.74%,00:02:36,2.52
2015-08-31,44,1262,3357,13736,3.49%,00:03:27,2.66
2015-08-30,48,1094,2572,13692,4.39%,00:02:04,2.35
2015-08-29,33,1038,2308,13644,3.18%,00:02:08,2.22
2015-08-28,41,1287,3399,13611,3.19%,00:02:51,2.64
2015-08-27,20,948,2070,13570,2.11%,00:01:46,2.18
2015-08-26,27,902,1974,13550,2.99%,00:01:35,2.19
2015-08-25,44,1037,2094,13523,4.24%,00:01:54,2.02
2015-08-24,113,1350,3541,13479,8.37%,00:03:10,2.62
2015-08-23,194,1470,4246,13366,13.2%,00:03:01,2.89
2015-08-22,53,961,1929,13172,5.52%,00:01:40,2.01
2015-08-21,90,910,1835,13119,9.89%,00:01:31,2.02
2015-08-20,30,918,1802,13029,3.27%,00:01:42,1.96
2015-08-19,45,878,1823,12999,5.13%,00:01:41,2.08
2015-08-18,22,924,1814,12954,2.38%,00:01:35,1.96
2015-08-17,15,787,1498,12932,1.91%,00:01:31,1.9
2015-08-16,23,719,1302,12917,3.2%,00:01:16,1.81
2015-08-15,17,705,1218,12894,2.41%,00:01:04,1.73
2015-08-14,20,762,1396,12877,2.62%,00:01:17,1.83
2015-08-13,14,718,1249,12857,1.95%,00:01:12,1.74
2015-08-12,12,770,1362,12843,1.56%,00:01:11,1.77
2015-08-11,15,743,1417,12831,2.02%,00:01:15,1.91
2015-08-10,11,763,1395,12816,1.44%,00:01:41,1.83
2015-08-09,14,738,1333,12805,1.9%,00:01:14,1.81
2015-08-08,10,734,1354,12791,1.36%,00:01:15,1.84
2015-08-07,8,763,1457,12781,1.05%,00:01:22,1.91
2015-08-06,13,828,1551,12773,1.57%,00:01:15,1.87
2015-08-05,12,794,1451,12760,1.51%,00:01:12,1.83
2015-08-04,11,801,1490,12748,1.37%,00:01:17,1.86
2015-08-03,9,869,1665,12737,1.04%,00:01:26,1.92
2015-08-02,17,889,1687,12728,1.91%,00:01:25,1.9
2015-08-01,10,941,1821,12711,1.06%,00:01:20,1.94
2015-07-31,11,935,1974,12701,1.18%,00:01:25,2.11
2015-07-30,10,923,1873,12690,1.08%,00:01:13,2.03
2015-07-29,8,974,2045,12680,0.82%,00:01:19,2.1
2015-07-28,12,1023,2161,12672,1.17%,00:01:26,2.11
2015-07-27,13,1030,2164,12660,1.26%,00:01:17,2.1
2015-07-26,13,1152,2478,12647,1.13%,00:01:26,2.15
2015-07-25,9,1189,2658,12634,0.76%,00:01:28,2.24
2015-07-24,17,1286,2927,12625,1.32%,00:01:26,2.28
2015-07-23,14,1461,3148,12608,0.96%,00:01:18,2.15
2015-07-22,15,1515,3616,12594,0.99%,00:01:29,2.39
2015-07-21,17,1851,4693,12579,0.92%,00:01:39,2.54
2015-07-20,10,2154,5995,12562,0.46%,00:01:47,2.78
2015-07-19,17,2259,6629,12552,0.75%,00:01:44,2.93
2015-07-18,23,2678,8629,12535,0.86%,00:01:55,3.22
2015-07-17,22,3347,12763,12512,0.66%,00:02:27,3.81
2015-07-16,17,4120,18635,12490,0.41%,00:02:56,4.52
2015-07-15,17,4925,26838,12473,0.35%,00:03:31,5.45
2015-07-14,15,5681,38045,12456,0.26%,00:04:32,6.7
2015-07-13,21,6253,53484,12441,0.34%,00:06:01,8.55
2015-07-12,24,6104,51564,12420,0.39%,00:05:38,8.45
2015-07-11,23,6242,52075,12396,0.37%,00:05:10,8.34
2015-07-10,25,6482,63409,12373,0.39%,00:06:30,9.78
2015-07-09,16,6302,59824,12348,0.25%,00:07:03,9.49
2015-07-08,19,6222,56085,12332,0.31%,00:06:38,9.01
2015-07-07,21,6145,51695,12313,0.34%,00:05:42,8.41
2015-07-06,17,6109,46676,12292,0.28%,00:05:21,7.64
2015-07-05,10,5653,34689,12275,0.18%,00:03:58,6.14
2015-07-04,12,5215,24937,12265,0.23%,00:03:04,4.78
2015-07-03,13,5498,27169,12253,0.24%,00:03:11,4.94
2015-07-02,16,5048,19446,12240,0.32%,00:02:47,3.85
2015-07-01,8,4346,16173,12224,0.18%,00:02:44,3.72
2015-06-30,17,4259,16444,12216,0.4%,00:02:49,3.86
2015-06-29,12,4483,17314,12199,0.27%,00:02:49,3.86
2015-06-28,18,4308,17284,12187,0.42%,00:02:53,4.01
2015-06-27,9,3343,9357,12169,0.27%,00:02:26,2.8
2015-06-26,17,3925,14055,12160,0.43%,00:03:37,3.58
2015-06-25,12,3769,12740,12143,0.32%,00:03:25,3.38
2015-06-24,21,4382,17871,12131,0.48%,00:05:30,4.08
2015-06-23,17,5078,26772,12110,0.33%,00:06:24,5.27
2015-06-22,14,3347,9641,12093,0.42%,00:02:10,2.88
2015-06-21,12,2404,6045,12079,0.5%,00:02:00,2.51
2015-06-20,23,2163,5346,12067,1.06%,00:02:10,2.47
2015-06-19,17,2976,9323,12044,0.57%,00:03:37,3.13
2015-06-18,16,3677,13948,12027,0.44%,00:05:05,3.79
2015-06-17,13,4425,22733,12011,0.29%,00:06:33,5.14
2015-06-16,17,4124,17476,11998,0.41%,00:04:17,4.24
2015-06-15,23,3418,10780,11981,0.67%,00:01:58,3.15
2015-06-14,11,2489,6653,11958,0.44%,00:01:45,2.67
2015-06-13,7,1784,4300,11947,0.39%,00:01:35,2.41
2015-06-12,13,2170,6226,11940,0.6%,00:02:00,2.87
2015-06-11,13,2705,7682,11927,0.48%,00:01:48,2.84
2015-06-10,15,3025,9610,11914,0.5%,00:01:50,3.18
2015-06-09,13,3160,9929,11899,0.41%,00:02:01,3.14
2015-06-08,15,3298,10944,11886,0.45%,00:02:07,3.32
2015-06-07,25,2333,6367,11871,1.07%,00:02:04,2.73
2015-06-06,12,2252,6296,11846,0.53%,00:02:16,2.8
2015-06-05,14,2082,5807,11834,0.67%,00:01:35,2.79
2015-06-04,9,2734,8168,11820,0.33%,00:01:36,2.99
2015-06-03,14,3242,10629,11811,0.43%,00:01:39,3.28
2015-06-02,15,2946,9936,11797,0.51%,00:01:43,3.37
2015-06-01,12,3200,10961,11782,0.38%,00:01:52,3.43
2015-05-31,15,2133,5924,11770,0.7%,00:01:36,2.78
2015-05-30,13,1550,4330,11755,0.84%,00:01:42,2.79
2015-05-29,6,2085,5865,11742,0.29%,00:01:49,2.81
2015-05-28,16,2575,8145,11736,0.62%,00:01:34,3.16
2015-05-27,14,3203,11003,11720,0.44%,00:01:41,3.44
2015-05-26,16,3333,11304,11706,0.48%,00:01:42,3.39
2015-05-25,11,3700,14521,11690,0.3%,00:02:17,3.92
2015-05-24,9,2394,6845,11679,0.38%,00:01:56,2.86
2015-05-23,14,1710,4635,11670,0.82%,00:01:44,2.71
2015-05-22,10,2361,6736,11656,0.42%,00:01:42,2.85
2015-05-21,15,3142,10378,11646,0.48%,00:01:48,3.3
2015-05-20,16,3889,14507,11631,0.41%,00:01:57,3.73
2015-05-19,15,3953,14671,11615,0.38%,00:02:10,3.71
2015-05-18,25,4300,18215,11600,0.58%,00:02:27,4.24
2015-05-17,11,3156,9382,11575,0.35%,00:01:45,2.97
2015-05-16,13,2308,6663,11564,0.56%,00:01:36,2.89
2015-05-15,18,3532,12041,11551,0.51%,00:01:53,3.41
2015-05-14,18,4507,19602,11533,0.4%,00:02:20,4.35
2015-05-13,28,5691,33358,11515,0.49%,00:03:08,5.86
2015-05-12,29,5749,34696,11487,0.5%,00:03:19,6.04
2015-05-11,40,6176,43600,11458,0.65%,00:03:58,7.06
2015-05-10,27,5201,23979,11418,0.52%,00:02:52,4.61
2015-05-09,31,4783,23807,11391,0.65%,00:03:05,4.98
2015-05-08,55,5166,27673,11360,1.06%,00:03:12,5.36
2015-05-07,67,5688,31773,11305,1.18%,00:03:31,5.59
2015-05-06,46,5501,28267,11238,0.84%,00:03:04,5.14
2015-05-05,30,4922,20806,11192,0.61%,00:02:44,4.23
2015-05-04,31,4317,16440,11162,0.72%,00:02:25,3.81
2015-05-03,18,3117,8257,11131,0.58%,00:01:36,2.65
2015-05-02,13,2218,5726,11113,0.59%,00:01:45,2.58
2015-05-01,19,1987,4893,11100,0.96%,00:01:32,2.46
2015-04-30,16,3003,9487,11081,0.53%,00:01:44,3.16
2015-04-29,21,3282,11250,11065,0.64%,00:01:49,3.43
2015-04-28,17,3284,11521,11044,0.52%,00:01:59,3.51
2015-04-27,22,3522,12552,11027,0.62%,00:01:58,3.56
2015-04-26,16,2152,5602,11005,0.74%,00:01:39,2.6
2015-04-25,13,1808,4845,10989,0.72%,00:01:55,2.68
2015-04-24,15,2261,6233,10976,0.66%,00:01:39,2.76
2015-04-23,20,2678,8602,10961,0.75%,00:01:50,3.21
2015-04-22,20,3047,10201,10941,0.66%,00:01:43,3.35
2015-04-21,21,3252,10950,10921,0.65%,00:01:58,3.37
2015-04-20,23,3782,18301,10900,0.61%,00:04:06,4.84
2015-04-19,14,2482,9888,10877,0.56%,00:03:56,3.98
2015-04-18,15,1792,5099,10863,0.84%,00:03:03,2.85
2015-04-17,10,2381,7629,10848,0.42%,00:02:35,3.2
2015-04-16,12,3097,10611,10838,0.39%,00:02:20,3.43
2015-04-15,12,3412,13110,10826,0.35%,00:02:34,3.84
2015-04-14,24,3557,13618,10814,0.67%,00:02:23,3.83
2015-04-13,29,3910,16121,10790,0.74%,00:02:42,4.12
2015-04-12,25,2466,6799,10761,1.01%,00:01:26,2.76
2015-04-11,21,1583,3706,10736,1.33%,00:01:19,2.34
2015-04-10,31,2327,6427,10715,1.33%,00:01:26,2.76
2015-04-09,27,2953,9646,10684,0.91%,00:01:27,3.27
2015-04-08,26,3487,12669,10657,0.75%,00:01:31,3.63
2015-04-07,22,3620,13513,10631,0.61%,00:01:43,3.73
2015-04-06,22,2435,6278,10609,0.9%,00:01:25,2.58
2015-04-05,19,1385,3013,10587,1.37%,00:01:16,2.18
2015-04-04,17,1328,2957,10568,1.28%,00:01:14,2.23
2015-04-03,11,2294,6473,10551,0.48%,00:01:16,2.82
2015-04-02,25,3335,12032,10540,0.75%,00:01:30,3.61
2015-04-01,30,3794,15449,10515,0.79%,00:01:51,4.07
2015-03-31,20,3847,16228,10485,0.52%,00:01:58,4.22
2015-03-30,23,4042,17361,10465,0.57%,00:02:19,4.3
2015-03-29,28,2607,8084,10442,1.07%,00:02:01,3.1
2015-03-28,24,1736,4516,10414,1.38%,00:01:21,2.6
2015-03-27,24,2700,8472,10390,0.89%,00:01:19,3.14
2015-03-26,22,3859,15258,10366,0.57%,00:01:32,3.95
2015-03-25,26,4647,21525,10344,0.56%,00:02:21,4.63
2015-03-24,30,4655,22587,10318,0.64%,00:02:09,4.85
2015-03-23,33,4597,22947,10288,0.72%,00:02:07,4.99
2015-03-22,22,3197,9909,10255,0.69%,00:01:32,3.1
2015-03-21,21,2165,5882,10233,0.97%,00:01:36,2.72
2015-03-20,30,3491,12375,10212,0.86%,00:01:42,3.54
2015-03-19,25,4640,23340,10182,0.54%,00:01:56,5.03
2015-03-18,32,5158,29992,10157,0.62%,00:02:20,5.81
2015-03-17,39,5291,32902,10125,0.74%,00:02:42,6.22
2015-03-16,61,5486,34907,10086,1.11%,00:03:01,6.36
2015-03-15,32,3772,11850,10025,0.85%,00:02:00,3.14
2015-03-14,33,2789,8152,9993,1.18%,00:01:49,2.92
2015-03-13,42,4493,19356,9960,0.93%,00:02:16,4.31
2015-03-12,78,5897,42808,9918,1.32%,00:03:45,7.26
2015-03-11,95,6196,56450,9840,1.53%,00:05:01,9.11
2015-03-10,127,6317,65128,9745,2.01%,00:06:24,10.31
2015-03-09,395,6522,70281,9618,6.06%,00:07:55,10.78
2015-03-08,529,5562,26597,9223,9.51%,00:05:53,4.78
2015-03-07,119,3346,12199,8694,3.56%,00:04:15,3.65
2015-03-06,60,2385,6674,8575,2.52%,00:03:12,2.8
2015-03-05,31,1417,3006,8515,2.19%,00:01:56,2.12
2015-03-04,31,1262,2558,8484,2.46%,00:01:48,2.03
2015-03-03,23,1183,2350,8453,1.94%,00:01:48,1.99
2015-03-02,27,1055,1892,8430,2.56%,00:01:39,1.79
2015-03-01,16,925,1679,8403,1.73%,00:01:31,1.82
2015-02-28,12,1003,1751,8387,1.2%,00:01:31,1.75
2015-02-27,19,774,1352,8375,2.45%,00:01:23,1.75
2015-02-26,11,696,1188,8356,1.58%,00:01:37,1.71
2015-02-25,7,733,1269,8345,0.95%,00:01:29,1.73
2015-02-24,13,687,1137,8338,1.89%,00:01:11,1.66
2015-02-23,10,606,1060,8325,1.65%,00:01:16,1.75
2015-02-22,2,583,974,8315,0.34%,00:01:12,1.67
2015-02-21,6,590,1056,8313,1.02%,00:01:12,1.79
2015-02-20,4,601,953,8307,0.67%,00:01:00,1.59
2015-02-19,6,616,1075,8303,0.97%,00:01:09,1.75
2015-02-18,3,651,1142,8297,0.46%,00:01:03,1.75
2015-02-17,7,684,1152,8294,1.02%,00:01:10,1.68
2015-02-16,7,769,1235,8287,0.91%,00:01:05,1.61
2015-02-15,7,764,1260,8280,0.92%,00:01:01,1.65
2015-02-14,7,808,1395,8273,0.87%,00:01:08,1.73
2015-02-13,11,875,1618,8266,1.26%,00:01:22,1.85
2015-02-12,18,1068,2088,8255,1.69%,00:01:24,1.96
2015-02-11,6,1160,2316,8237,0.52%,00:01:25,2.0
2015-02-10,13,1295,2860,8231,1.0%,00:01:30,2.21
2015-02-09,18,1332,2775,8218,1.35%,00:01:39,2.08
2015-02-08,17,1515,3324,8200,1.12%,00:01:21,2.19
2015-02-07,26,1854,4361,8183,1.4%,00:01:40,2.35
2015-02-06,20,2023,5217,8157,0.99%,00:01:29,2.58
2015-02-05,21,2651,7885,8137,0.79%,00:01:53,2.97
2015-02-04,38,3394,14271,8116,1.12%,00:02:34,4.2
2015-02-03,51,4050,21399,8078,1.26%,00:03:29,5.28
2015-02-02,52,4414,27853,8027,1.18%,00:04:00,6.31
2015-02-01,49,4396,27161,7975,1.11%,00:03:49,6.18
2015-01-31,60,4639,30864,7926,1.29%,00:04:02,6.65
2015-01-30,28,4946,42077,7866,0.57%,00:05:58,8.51
