日期,新增用户,活跃用户,启动次数,累计用户,新用户占比,平均日使用时长,平均日启动次数
2017-08-29,158,1751,8588,16913,9.02%,00:03:30,4.9
2017-08-28,253,1831,8624,16755,13.82%,00:03:04,4.71
2017-08-27,130,1303,3932,16502,9.98%,00:01:40,3.02
2017-08-26,70,1059,3170,16372,6.61%,00:01:36,2.99
2017-08-25,34,1067,3056,16302,3.19%,00:01:31,2.86
2017-08-24,30,1186,3266,16268,2.53%,00:01:28,2.75
2017-08-23,19,1025,2677,16238,1.85%,00:01:26,2.61
2017-08-22,27,1165,3071,16219,2.32%,00:01:28,2.64
2017-08-21,26,984,2750,16192,2.64%,00:01:38,2.79
2017-08-20,22,864,2061,16166,2.55%,00:01:16,2.39
2017-08-19,18,826,2108,16144,2.18%,00:01:11,2.55
2017-08-18,19,847,2054,16126,2.24%,00:01:11,2.43
2017-08-17,17,880,2117,16107,1.93%,00:01:15,2.41
2017-08-16,14,888,2145,16090,1.58%,00:01:10,2.42
2017-08-15,14,890,2277,16076,1.57%,00:01:16,2.56
2017-08-14,15,890,2150,16062,1.69%,00:01:10,2.42
2017-08-13,15,830,2002,16047,1.81%,00:01:13,2.41
2017-08-12,14,825,1909,16032,1.7%,00:01:14,2.31
2017-08-11,7,896,2204,16018,0.78%,00:01:16,2.46
2017-08-10,14,900,2311,16011,1.56%,00:01:14,2.57
2017-08-09,13,889,2166,15997,1.46%,00:01:14,2.44
2017-08-08,14,940,2364,15984,1.49%,00:01:11,2.51
2017-08-07,11,943,2329,15970,1.17%,00:01:21,2.47
2017-08-06,11,972,2326,15959,1.13%,00:01:04,2.39
2017-08-05,11,923,2158,15948,1.19%,00:00:53,2.34
2017-08-04,11,921,2068,15937,1.19%,00:00:54,2.25
2017-08-03,12,1007,2509,15926,1.19%,00:01:04,2.49
2017-08-02,17,1005,2376,15914,1.69%,00:01:11,2.36
2017-08-01,13,1001,2497,15897,1.3%,00:01:09,2.49
2017-07-31,9,1050,2631,15884,0.86%,00:01:06,2.51
2017-07-30,11,1071,2766,15875,1.03%,00:01:07,2.58
2017-07-29,10,958,2440,15864,1.04%,00:01:09,2.55
2017-07-28,13,1153,2989,15854,1.13%,00:01:01,2.59
2017-07-27,13,1230,3225,15841,1.06%,00:01:07,2.62
2017-07-26,14,1182,3141,15828,1.18%,00:01:05,2.66
2017-07-25,14,1480,4181,15814,0.95%,00:01:10,2.83
2017-07-24,12,1415,4089,15800,0.85%,00:01:10,2.89
2017-07-23,12,1390,3763,15788,0.86%,00:01:02,2.71
2017-07-22,13,1484,4028,15776,0.88%,00:01:01,2.71
2017-07-21,19,1613,4423,15763,1.18%,00:01:00,2.74
2017-07-20,23,2010,5548,15744,1.14%,00:01:12,2.76
2017-07-19,11,2465,9656,15721,0.45%,00:01:27,3.92
2017-07-18,17,1524,4792,15710,1.12%,00:01:09,3.14
2017-07-17,13,1634,5116,15693,0.8%,00:01:09,3.13
2017-07-16,11,1625,4792,15680,0.68%,00:01:04,2.95
2017-07-15,16,1674,4987,15669,0.96%,00:01:05,2.98
2017-07-14,11,1743,5355,15653,0.63%,00:01:10,3.07
2017-07-13,8,1941,6176,15642,0.41%,00:01:19,3.18
2017-07-12,14,2204,7199,15634,0.64%,00:01:19,3.27
2017-07-11,17,2846,10159,15620,0.6%,00:01:20,3.57
2017-07-10,16,2930,11475,15603,0.55%,00:01:25,3.92
2017-07-09,13,3056,11417,15587,0.43%,00:01:19,3.74
2017-07-08,18,3369,13172,15574,0.53%,00:01:24,3.91
2017-07-07,16,4661,23233,15556,0.34%,00:01:50,4.98
2017-07-06,16,5734,37232,15540,0.28%,00:02:22,6.49
2017-07-05,40,6562,54300,15524,0.61%,00:03:11,8.27
2017-07-04,42,6995,74720,15484,0.6%,00:03:50,10.68
2017-07-03,50,7452,93930,15442,0.67%,00:04:21,12.6
2017-07-02,23,7188,76207,15392,0.32%,00:03:41,10.6
2017-07-01,28,7258,74727,15369,0.39%,00:03:35,10.3
2017-06-30,48,7367,91143,15341,0.65%,00:04:47,12.37
2017-06-29,37,7313,75078,15293,0.51%,00:03:30,10.27
2017-06-28,42,7243,71109,15256,0.58%,00:03:27,9.82
2017-06-27,37,7186,67924,15214,0.51%,00:03:19,9.45
2017-06-26,33,6794,62460,15177,0.49%,00:03:18,9.19
2017-06-25,22,6519,41468,15144,0.34%,00:02:18,6.36
2017-06-24,23,6438,38451,15122,0.36%,00:02:17,5.97
2017-06-23,25,6135,30969,15099,0.41%,00:02:15,5.05
2017-06-22,23,5848,28646,15074,0.39%,00:02:15,4.9
2017-06-21,27,5814,29982,15051,0.46%,00:02:35,5.16
2017-06-20,32,6222,40256,15024,0.51%,00:03:19,6.47
2017-06-19,32,5574,25678,14992,0.57%,00:02:08,4.61
2017-06-18,21,4938,24301,14960,0.43%,00:02:07,4.92
2017-06-17,17,3777,12445,14939,0.45%,00:01:39,3.29
2017-06-16,30,4606,18413,14922,0.65%,00:02:02,4.0
2017-06-15,31,5155,22665,14892,0.6%,00:02:20,4.4
2017-06-14,48,5645,31348,14861,0.85%,00:03:24,5.55
2017-06-13,57,6362,51951,14813,0.9%,00:04:14,8.17
2017-06-12,33,5333,25547,14756,0.62%,00:02:17,4.79
2017-06-11,21,3796,13488,14723,0.55%,00:01:33,3.55
2017-06-10,26,3162,10669,14702,0.82%,00:01:37,3.37
2017-06-09,23,4109,16165,14676,0.56%,00:02:05,3.93
2017-06-08,26,4729,20873,14653,0.55%,00:02:11,4.41
2017-06-07,40,5798,36979,14627,0.69%,00:03:21,6.38
2017-06-06,36,5250,26147,14587,0.69%,00:02:05,4.98
2017-06-05,26,5292,27907,14551,0.49%,00:01:57,5.27
2017-06-04,21,3391,12143,14525,0.62%,00:01:26,3.58
2017-06-03,12,2504,8918,14504,0.48%,00:01:24,3.56
2017-06-02,17,3087,11056,14492,0.55%,00:01:22,3.58
2017-06-01,21,3761,15020,14475,0.56%,00:01:27,3.99
2017-05-31,25,4299,18923,14454,0.58%,00:01:34,4.4
2017-05-30,16,2687,8333,14429,0.6%,00:01:19,3.1
2017-05-29,13,1993,6417,14413,0.65%,00:01:12,3.22
2017-05-28,19,2075,6642,14400,0.92%,00:01:12,3.2
2017-05-27,19,4319,18410,14381,0.44%,00:01:35,4.26
2017-05-26,12,3608,14084,14362,0.33%,00:01:35,3.9
2017-05-25,16,4749,24237,14350,0.34%,00:02:35,5.1
2017-05-24,10,4409,19840,14334,0.23%,00:01:36,4.5
2017-05-23,16,4427,19568,14324,0.36%,00:01:37,4.42
2017-05-22,16,3416,12130,14308,0.47%,00:01:21,3.55
2017-05-21,11,2055,6567,14292,0.54%,00:01:06,3.2
2017-05-20,12,1961,6440,14281,0.61%,00:01:06,3.28
2017-05-19,11,3017,10979,14269,0.36%,00:01:15,3.64
2017-05-18,15,3970,15828,14258,0.38%,00:01:16,3.99
2017-05-17,20,4440,20448,14243,0.45%,00:01:31,4.61
2017-05-16,23,4673,21173,14223,0.49%,00:01:30,4.53
2017-05-15,16,4903,24303,14200,0.33%,00:01:43,4.96
2017-05-14,13,3296,11880,14184,0.39%,00:01:23,3.6
2017-05-13,15,2567,9494,14171,0.58%,00:01:26,3.7
2017-05-12,14,3265,12157,14156,0.43%,00:01:20,3.72
2017-05-11,20,4383,18799,14142,0.46%,00:01:29,4.29
2017-05-10,17,4948,24237,14122,0.34%,00:01:38,4.9
2017-05-09,15,5077,25281,14105,0.3%,00:01:43,4.98
2017-05-08,19,5721,33639,14090,0.33%,00:02:05,5.88
2017-05-07,18,4070,14580,14071,0.44%,00:01:22,3.58
2017-05-06,12,3149,11543,14053,0.38%,00:01:28,3.67
2017-05-05,17,4303,17972,14041,0.4%,00:01:30,4.18
2017-05-04,28,5793,33112,14024,0.48%,00:02:04,5.72
2017-05-03,34,6606,52119,13996,0.51%,00:02:54,7.89
2017-05-02,47,6826,53533,13962,0.69%,00:02:57,7.84
2017-05-01,27,5520,25846,13915,0.49%,00:02:03,4.68
2017-04-30,16,4254,18665,13888,0.38%,00:01:46,4.39
2017-04-29,22,4258,19419,13872,0.52%,00:01:51,4.56
2017-04-28,27,5458,31760,13850,0.49%,00:02:14,5.82
2017-04-27,37,6309,44541,13823,0.59%,00:02:49,7.06
2017-04-26,29,6040,37587,13786,0.48%,00:02:41,6.22
2017-04-25,32,5880,35779,13757,0.54%,00:02:34,6.08
2017-04-24,30,5701,33841,13725,0.53%,00:02:29,5.94
2017-04-23,22,4624,18749,13695,0.48%,00:01:33,4.05
2017-04-22,19,3617,12366,13673,0.53%,00:01:25,3.42
2017-04-21,32,3806,14195,13654,0.84%,00:01:30,3.73
2017-04-20,19,4588,19153,13622,0.41%,00:01:31,4.17
2017-04-19,20,4690,21412,13603,0.43%,00:01:41,4.57
2017-04-18,15,4878,22412,13583,0.31%,00:01:43,4.59
2017-04-17,28,4937,22775,13501,0.57%,00:01:48,4.61
2017-04-16,21,3683,13898,13477,0.57%,00:01:43,3.77
2017-04-15,13,2736,9385,13460,0.48%,00:01:24,3.43
2017-04-14,10,3302,12314,13451,0.3%,00:01:26,3.73
2017-04-13,19,4248,17593,13445,0.45%,00:01:30,4.14
2017-04-12,18,4558,21845,13431,0.39%,00:01:38,4.79
2017-04-11,31,4894,23911,13416,0.63%,00:01:38,4.89
2017-04-10,26,4766,23355,13428,0.55%,00:01:46,4.9
2017-04-09,14,3034,10792,13402,0.46%,00:01:20,3.56
2017-04-08,18,2273,8378,13388,0.79%,00:01:25,3.69
2017-04-07,18,3159,12088,13370,0.57%,00:01:21,3.83
2017-04-06,22,4266,18815,13352,0.52%,00:01:27,4.41
2017-04-05,26,4675,22439,13330,0.56%,00:01:40,4.8
2017-04-04,19,2658,8563,13304,0.71%,00:01:13,3.22
2017-04-03,13,1694,4747,13285,0.77%,00:01:14,2.8
2017-04-02,13,1674,4782,13272,0.78%,00:01:07,2.86
2017-04-01,22,3980,18075,13259,0.55%,00:01:23,4.54
2017-03-31,27,3439,14625,13237,0.79%,00:01:30,4.25
2017-03-30,14,4273,21074,13210,0.33%,00:01:36,4.93
2017-03-29,17,4836,26278,13196,0.35%,00:01:47,5.43
2017-03-28,15,4969,26096,13179,0.3%,00:01:41,5.25
2017-03-27,26,5085,27967,13164,0.51%,00:01:50,5.5
2017-03-26,20,3103,11245,13138,0.64%,00:01:29,3.62
2017-03-25,13,2335,8248,13118,0.56%,00:01:20,3.53
2017-03-24,17,3445,13617,13105,0.49%,00:01:18,3.95
2017-03-23,13,4691,22182,13088,0.28%,00:01:25,4.73
2017-03-22,16,5166,27148,13075,0.31%,00:01:36,5.26
2017-03-21,11,5319,28749,13059,0.21%,00:01:39,5.4
2017-03-20,30,5514,31990,13048,0.54%,00:01:51,5.8
2017-03-19,18,3393,12679,13018,0.53%,00:01:32,3.74
2017-03-18,22,2619,9574,13000,0.84%,00:01:31,3.66
2017-03-17,16,4074,16958,12978,0.39%,00:01:25,4.16
2017-03-16,22,5280,28273,12962,0.42%,00:01:42,5.35
2017-03-15,20,5778,35832,12940,0.35%,00:01:58,6.2
2017-03-14,34,6101,40163,12920,0.56%,00:02:12,6.58
2017-03-13,31,6069,41294,12886,0.51%,00:02:18,6.8
2017-03-12,20,4115,17372,12855,0.49%,00:01:49,4.22
2017-03-11,22,3066,11803,12835,0.72%,00:01:45,3.85
2017-03-10,32,4798,23040,12813,0.67%,00:01:54,4.8
2017-03-09,34,6113,39349,12781,0.56%,00:02:03,6.44
2017-03-08,30,6669,55013,12747,0.45%,00:02:31,8.25
2017-03-07,34,6755,56003,12717,0.5%,00:02:41,8.29
2017-03-06,44,6727,61617,12683,0.65%,00:03:09,9.16
2017-03-05,31,4978,24187,12639,0.62%,00:02:06,4.86
2017-03-04,21,3980,17813,12608,0.53%,00:01:59,4.48
2017-03-03,39,5996,37988,12587,0.65%,00:02:21,6.34
2017-03-02,40,7063,80857,12548,0.57%,00:04:17,11.45
2017-03-01,56,7148,98149,12508,0.78%,00:05:24,13.73
2017-02-28,89,7247,110817,12452,1.23%,00:06:29,15.29
2017-02-27,122,7373,127512,12363,1.65%,00:08:14,17.29
2017-02-26,167,6569,52541,12241,2.54%,00:05:23,8.0
2017-02-25,72,4362,23247,12074,1.65%,00:03:26,5.33
2017-02-24,86,4524,26830,12002,1.9%,00:04:12,5.93
2017-02-23,61,3054,12260,11916,2.0%,00:02:25,4.01
2017-02-22,53,2579,8762,11855,2.06%,00:01:59,3.4
2017-02-21,32,2123,7095,11802,1.51%,00:01:49,3.34
2017-02-20,40,1869,5424,11770,2.14%,00:01:41,2.9
2017-02-19,25,1553,4382,11730,1.61%,00:01:35,2.82
2017-02-18,22,1326,3409,11705,1.66%,00:01:39,2.57
2017-02-17,29,1268,3334,11683,2.29%,00:01:33,2.63
2017-02-16,28,1261,3183,11654,2.22%,00:01:24,2.52
2017-02-15,18,1220,3020,11626,1.48%,00:01:24,2.48
2017-02-14,20,1079,2638,11608,1.85%,00:01:15,2.44
2017-02-13,26,1041,2628,11588,2.5%,00:01:21,2.52
2017-02-12,15,1043,2507,11562,1.44%,00:01:16,2.4
2017-02-11,16,884,2047,11547,1.81%,00:01:09,2.32
2017-02-10,10,994,2327,11531,1.01%,00:01:09,2.34
2017-02-09,14,1060,2402,11521,1.32%,00:01:15,2.27
2017-02-08,13,1047,2398,11507,1.24%,00:01:12,2.29
2017-02-07,18,1134,2669,11494,1.59%,00:01:18,2.35
2017-02-06,14,1159,2607,11476,1.21%,00:01:06,2.25
2017-02-05,18,1128,2673,11462,1.6%,00:01:07,2.37
2017-02-04,23,1202,2878,11444,1.91%,00:01:10,2.39
2017-02-03,13,1213,2710,11421,1.07%,00:01:04,2.23
2017-02-02,18,1167,2780,11408,1.54%,00:01:00,2.38
2017-02-01,12,1249,2919,11390,0.96%,00:01:03,2.34
2017-01-31,17,1209,2698,11378,1.41%,00:01:01,2.23
2017-01-30,7,1269,2762,11361,0.55%,00:00:58,2.18
2017-01-29,10,1376,3327,11354,0.73%,00:01:11,2.42
2017-01-28,11,1589,3792,11344,0.69%,00:00:52,2.39
2017-01-27,22,1722,4859,11333,1.28%,00:01:01,2.82
2017-01-26,28,2667,9675,11311,1.05%,00:01:21,3.63
2017-01-25,30,3365,13527,11283,0.89%,00:01:25,4.02
2017-01-24,40,3910,18788,11253,1.02%,00:01:40,4.81
2017-01-23,42,4709,28202,11213,0.89%,00:02:05,5.99
2017-01-22,71,5921,49566,11171,1.2%,00:02:57,8.37
2017-01-21,72,6263,55599,11100,1.15%,00:03:08,8.88
2017-01-20,86,6921,90771,11028,1.24%,00:04:49,13.12
2017-01-19,85,7070,100834,10942,1.2%,00:04:39,14.26
2017-01-18,70,7146,102746,10857,0.98%,00:04:59,14.38
2017-01-17,90,7062,114896,10787,1.27%,00:05:30,16.27
2017-01-16,70,6915,96322,10697,1.01%,00:04:40,13.93
2017-01-15,56,6566,79804,10627,0.85%,00:03:46,12.15
2017-01-14,55,6406,74458,10571,0.86%,00:03:55,11.62
2017-01-13,81,6345,65758,10516,1.28%,00:03:46,10.36
2017-01-12,97,6097,52220,10435,1.59%,00:03:17,8.56
2017-01-11,47,5856,40357,10338,0.8%,00:02:48,6.89
2017-01-10,49,5462,33695,10291,0.9%,00:02:54,6.17
2017-01-09,53,5259,38472,10242,1.01%,00:03:32,7.32
2017-01-08,32,3838,17807,10189,0.83%,00:01:54,4.64
2017-01-07,27,3503,15906,10157,0.77%,00:01:48,4.54
2017-01-06,40,3784,18489,10130,1.06%,00:02:04,4.89
2017-01-05,24,4377,23318,10090,0.55%,00:02:20,5.33
2017-01-04,54,4871,32055,10066,1.11%,00:03:41,6.58
2017-01-03,63,5235,45102,10012,1.2%,00:04:50,8.62
2017-01-02,39,3531,15083,9949,1.1%,00:02:06,4.27
2017-01-01,18,2454,9788,9910,0.73%,00:01:58,3.99
2016-12-31,25,2012,7608,9892,1.24%,00:01:46,3.78
2016-12-30,24,3005,14441,9867,0.8%,00:02:42,4.81
2016-12-29,48,3863,21374,9843,1.24%,00:02:53,5.53
2016-12-28,48,4774,43314,9795,1.01%,00:06:05,9.07
2016-12-27,51,4876,54085,9747,1.05%,00:05:43,11.09
2016-12-26,61,4047,25101,9696,1.51%,00:02:21,6.2
2016-12-25,26,2450,10782,9635,1.06%,00:01:40,4.4
2016-12-24,26,2279,10838,9609,1.14%,00:01:54,4.76
2016-12-23,34,3135,17365,9583,1.08%,00:03:13,5.54
2016-12-22,52,3974,25780,9549,1.31%,00:04:01,6.49
2016-12-21,65,4889,52569,9497,1.33%,00:08:28,10.75
2016-12-20,80,4223,29543,9432,1.89%,00:03:27,7.0
2016-12-19,58,4060,27765,9352,1.43%,00:02:55,6.84
2016-12-18,46,2372,10557,9294,1.94%,00:01:43,4.45
2016-12-17,24,2021,9078,9248,1.19%,00:01:28,4.49
2016-12-16,28,2525,11552,9224,1.11%,00:01:30,4.58
2016-12-15,39,3467,16720,9196,1.12%,00:01:36,4.82
2016-12-14,43,3638,18339,9157,1.18%,00:01:37,5.04
2016-12-13,39,3635,18312,9114,1.07%,00:01:40,5.04
2016-12-12,44,3729,19812,9075,1.18%,00:01:46,5.31
2016-12-11,38,2454,10499,9031,1.55%,00:01:27,4.28
2016-12-10,29,1877,8358,8993,1.55%,00:01:29,4.45
2016-12-09,30,2605,12725,8964,1.15%,00:01:39,4.88
2016-12-08,44,3417,17683,8934,1.29%,00:02:06,5.18
2016-12-07,38,3774,21151,8890,1.01%,00:02:05,5.6
2016-12-06,43,3499,17855,8852,1.23%,00:01:32,5.1
2016-12-05,33,3631,19893,8809,0.91%,00:01:39,5.48
2016-12-04,43,2320,10305,8776,1.85%,00:01:26,4.44
2016-12-03,25,1829,7680,8733,1.37%,00:01:19,4.2
2016-12-02,38,2588,11578,8708,1.47%,00:01:24,4.47
2016-12-01,40,3472,17684,8670,1.15%,00:01:33,5.09
2016-11-30,47,3835,20505,8630,1.23%,00:01:41,5.35
2016-11-29,53,3911,20961,8583,1.36%,00:01:40,5.36
2016-11-28,59,4031,22274,8530,1.46%,00:01:54,5.53
2016-11-27,51,2668,12161,8471,1.91%,00:01:44,4.56
2016-11-26,32,2145,8686,8420,1.49%,00:01:31,4.05
2016-11-25,35,2980,13370,8388,1.17%,00:01:38,4.49
2016-11-24,62,3970,20826,8353,1.56%,00:01:47,5.25
2016-11-23,56,4281,24480,8291,1.31%,00:02:00,5.72
2016-11-22,92,4465,25940,8235,2.06%,00:02:09,5.81
2016-11-21,107,4937,34922,8143,2.17%,00:02:42,7.07
2016-11-20,83,3996,19644,8036,2.08%,00:02:13,4.92
2016-11-19,93,3877,20211,7953,2.4%,00:02:19,5.21
2016-11-18,106,4551,28282,7860,2.33%,00:02:36,6.21
2016-11-17,158,5126,39451,7754,3.08%,00:03:11,7.7
2016-11-16,174,5334,45732,7596,3.26%,00:03:28,8.57
2016-11-15,288,5337,44772,7422,5.4%,00:03:47,8.39
2016-11-14,244,4728,32215,7134,5.16%,00:03:08,6.81
2016-11-13,195,3792,18381,6890,5.14%,00:02:18,4.85
2016-11-12,185,3511,17748,6695,5.27%,00:02:11,5.05
2016-11-11,176,3436,16661,6510,5.12%,00:02:15,4.85
2016-11-10,268,3375,16111,6334,7.94%,00:02:10,4.77
2016-11-09,354,3577,17854,6066,9.9%,00:02:22,4.99
2016-11-08,474,3444,17562,5712,13.76%,00:02:40,5.1
2016-11-07,749,3528,20610,5238,21.23%,00:03:37,5.84
2016-11-06,651,2519,11022,4489,25.84%,00:02:53,4.38
2016-11-05,964,2239,9423,3838,43.05%,00:03:00,4.21
2016-11-04,2341,2656,16815,2874,88.14%,00:04:40,6.33
2016-11-03,7,249,1741,533,2.81%,00:02:15,6.99
2016-11-02,2,266,1896,526,0.75%,00:02:21,7.13
2016-11-01,5,267,1977,524,1.87%,00:02:31,7.4
2016-10-31,1,266,2008,519,0.38%,00:02:48,7.55
2016-10-30,9,183,1292,518,4.92%,00:02:26,7.06
2016-10-29,2,176,864,509,1.14%,00:01:55,4.91
2016-10-28,0,223,1385,507,0.0%,00:02:03,6.21
2016-10-27,6,261,1711,507,2.3%,00:02:12,6.56
2016-10-26,2,282,2113,501,0.71%,00:02:06,7.49
2016-10-25,0,268,2120,499,0.0%,00:02:22,7.91
2016-10-24,5,302,2298,499,1.66%,00:02:22,7.61
2016-10-23,1,197,1283,494,0.51%,00:02:41,6.51
2016-10-22,2,164,761,493,1.22%,00:01:46,4.64
2016-10-21,0,162,917,491,0.0%,00:02:35,5.66
2016-10-20,2,244,1667,491,0.82%,00:02:01,6.83
2016-10-19,10,300,2305,489,3.33%,00:02:31,7.68
2016-10-18,18,297,2249,479,6.06%,00:02:21,7.57
2016-10-17,3,278,2275,461,1.08%,00:02:23,8.18
2016-10-16,1,174,1055,458,0.57%,00:02:17,6.06
2016-10-15,0,154,799,457,0.0%,00:01:42,5.19
2016-10-14,0,196,1320,457,0.0%,00:01:59,6.73
2016-10-13,2,256,1910,457,0.78%,00:02:44,7.46
2016-10-12,3,289,2554,455,1.04%,00:02:24,8.84
2016-10-11,10,297,2901,452,3.37%,00:03:15,9.77
2016-10-10,3,287,2864,442,1.05%,00:02:58,9.98
2016-10-09,1,255,1780,439,0.39%,00:02:20,6.98
2016-10-08,2,286,2464,438,0.7%,00:02:51,8.62
2016-10-07,3,201,1004,436,1.49%,00:02:14,5.0
2016-10-06,12,195,1164,433,6.15%,00:03:19,5.97
2016-10-05,6,181,735,421,3.31%,00:02:25,4.06
2016-10-04,0,128,506,415,0.0%,00:02:02,3.95
2016-10-03,6,177,814,415,3.39%,00:02:16,4.6
2016-10-02,1,107,471,409,0.93%,00:02:27,4.4
2016-10-01,3,109,475,408,2.75%,00:01:34,4.36
2016-09-30,1,196,1282,405,0.51%,00:02:26,6.54
2016-09-29,6,259,2448,404,2.32%,00:02:51,9.45
2016-09-28,8,280,3205,398,2.86%,00:03:56,11.45
2016-09-27,46,282,3388,390,16.31%,00:04:04,12.01
2016-09-26,29,247,3036,344,11.74%,00:04:39,12.29
2016-09-25,3,169,1065,315,1.78%,00:02:26,6.3
2016-09-24,2,156,1055,312,1.28%,00:02:39,6.76
2016-09-23,3,202,1670,310,1.49%,00:02:52,8.27
2016-09-22,7,234,3459,307,2.99%,00:05:30,14.78
2016-09-21,21,246,4836,300,8.54%,00:07:28,19.66
2016-09-20,28,228,4301,279,12.28%,00:07:52,18.86
2016-09-19,106,220,4576,251,48.18%,00:10:35,20.8
2016-09-18,111,121,1861,145,91.74%,00:08:12,15.38
2016-09-17,2,10,160,34,20.0%,00:16:40,16.0
2016-09-16,0,7,46,32,0.0%,00:06:35,6.57
2016-09-15,1,11,58,32,9.09%,00:03:18,5.27
2016-09-14,0,7,54,31,0.0%,00:04:46,7.71
2016-09-13,0,4,8,31,0.0%,00:01:35,2.0
2016-09-12,0,5,36,31,0.0%,00:03:58,7.2
2016-09-11,0,7,17,31,0.0%,00:00:43,2.43
2016-09-10,0,6,48,31,0.0%,00:05:02,8.0
2016-09-09,0,4,17,31,0.0%,00:03:56,4.25
2016-09-08,0,3,5,31,0.0%,00:03:37,1.67
2016-09-07,0,7,20,31,0.0%,00:02:57,2.86
2016-09-06,1,9,143,31,11.11%,00:05:52,15.89
2016-09-05,0,3,16,30,0.0%,01:06:52,5.33
2016-09-04,0,3,43,30,0.0%,00:29:36,14.33
2016-09-03,0,3,66,30,0.0%,00:34:24,22.0
2016-09-02,1,8,275,30,12.5%,00:16:03,34.38
2016-09-01,1,6,20,29,16.67%,00:02:26,3.33
2016-08-31,0,5,29,28,0.0%,00:02:48,5.8
2016-08-30,3,11,576,28,27.27%,00:11:50,52.36
2016-08-29,0,6,97,25,0.0%,00:18:20,16.17
2016-08-28,1,8,76,25,12.5%,00:14:38,9.5
2016-08-27,0,2,21,24,0.0%,00:14:40,10.5
2016-08-26,0,6,28,24,0.0%,00:04:52,4.67
2016-08-25,0,3,9,24,0.0%,00:00:49,3.0
2016-08-24,1,2,11,24,50.0%,00:02:55,5.5
2016-08-23,0,4,23,23,0.0%,00:02:40,5.75
2016-08-22,0,2,42,23,0.0%,00:23:32,21.0
2016-08-21,0,4,7,23,0.0%,00:00:36,1.75
2016-08-20,0,4,10,23,0.0%,00:01:26,2.5
2016-08-19,0,3,4,23,0.0%,00:00:47,1.33
2016-08-18,1,4,35,23,25.0%,00:07:29,8.75
2016-08-17,0,6,16,22,0.0%,00:01:32,2.67
2016-08-16,0,4,21,22,0.0%,00:04:49,5.25
2016-08-15,1,8,81,22,12.5%,00:05:47,10.13
2016-08-14,2,10,132,21,20.0%,00:14:53,13.2
2016-08-13,9,11,375,19,81.82%,00:26:26,34.09
2016-08-12,1,2,291,10,50.0%,00:39:43,145.5
2016-08-11,1,2,35,9,50.0%,00:39:25,17.5
2016-08-10,0,0,0,8,0.0%,00:00:00,0.0
2016-08-09,0,2,38,8,0.0%,00:26:24,19.0
2016-08-08,0,1,3,8,0.0%,00:02:45,3.0
2016-08-07,0,1,9,8,0.0%,00:08:37,9.0
2016-08-06,0,0,0,8,0.0%,00:00:00,0.0
2016-08-05,0,0,0,8,0.0%,00:00:00,0.0
2016-08-04,0,0,0,8,0.0%,00:00:00,0.0
2016-08-03,0,1,5,8,0.0%,00:00:43,5.0
2016-08-02,0,0,0,8,0.0%,00:00:00,0.0
2016-08-01,0,1,6,8,0.0%,00:05:18,6.0
2016-07-31,0,1,42,8,0.0%,00:56:06,42.0
2016-07-30,0,1,34,8,0.0%,02:05:39,34.0
2016-07-29,0,2,66,8,0.0%,00:16:48,33.0
2016-07-28,0,1,6,8,0.0%,00:03:22,6.0
2016-07-27,1,3,6,8,33.33%,00:00:00,2.0
2016-07-26,0,0,0,7,0.0%,00:00:00,0.0
2016-07-25,0,0,0,7,0.0%,00:00:00,0.0
2016-07-24,0,0,0,7,0.0%,00:00:00,0.0
2016-07-23,0,0,0,7,0.0%,00:00:00,0.0
2016-07-22,0,1,3,7,0.0%,00:04:44,3.0
2016-07-21,0,1,3,7,0.0%,00:04:21,3.0
2016-07-20,0,0,0,7,0.0%,00:00:00,0.0
2016-07-19,0,1,7,7,0.0%,00:05:42,7.0
2016-07-18,0,0,0,7,0.0%,00:00:00,0.0
2016-07-17,0,0,0,7,0.0%,00:00:00,0.0
2016-07-16,0,0,0,7,0.0%,00:00:00,0.0
2016-07-15,0,1,15,7,0.0%,00:12:53,15.0
2016-07-14,0,1,9,7,0.0%,00:17:09,9.0
2016-07-13,0,1,6,7,0.0%,00:13:55,6.0
2016-07-12,0,1,13,7,0.0%,00:35:24,13.0
2016-07-11,0,1,22,7,0.0%,00:35:20,22.0
2016-07-10,0,2,58,7,0.0%,01:40:50,29.0
2016-07-09,0,1,67,7,0.0%,01:26:47,67.0
2016-07-08,1,2,50,7,50.0%,00:56:25,25.0
2016-07-07,1,2,122,6,50.0%,03:03:36,61.0
2016-07-06,0,2,67,5,0.0%,01:17:38,33.5
2016-07-05,0,1,55,5,0.0%,01:21:18,55.0
2016-07-04,0,2,24,5,0.0%,00:25:09,12.0
2016-07-03,0,1,7,5,0.0%,00:03:00,7.0
2016-07-02,0,1,6,5,0.0%,00:01:30,6.0
2016-07-01,0,1,18,5,0.0%,00:11:21,18.0
2016-06-30,0,1,8,5,0.0%,00:03:20,8.0
2016-06-29,0,2,16,5,0.0%,00:05:01,8.0
2016-06-28,1,2,49,5,50.0%,00:32:34,24.5
2016-06-27,0,0,0,4,0.0%,00:00:00,0.0
2016-06-26,0,0,0,4,0.0%,00:00:00,0.0
2016-06-25,0,1,1,4,0.0%,00:00:47,1.0
2016-06-24,0,1,2,4,0.0%,00:01:41,2.0
2016-06-23,0,1,1,4,0.0%,00:00:01,1.0
2016-06-22,0,1,2,4,0.0%,00:00:24,2.0
