日期,新增用户,活跃用户,启动次数,累计用户,新用户占比,平均日使用时长,平均日启动次数
2016-06-21,0,0,0,4,0.0%,00:00:00,0.0
2016-06-20,0,0,0,4,0.0%,00:00:00,0.0
2016-06-19,0,0,0,4,0.0%,00:00:00,0.0
2016-06-18,0,0,0,4,0.0%,00:00:00,0.0
2016-06-17,0,1,1,4,0.0%,00:00:00,1.0
2016-06-16,0,0,0,4,0.0%,00:00:00,0.0
2016-06-15,0,0,0,4,0.0%,00:00:00,0.0
2016-06-14,0,0,0,4,0.0%,00:00:00,0.0
2016-06-13,0,0,0,4,0.0%,00:00:00,0.0
2016-06-12,0,1,10,4,0.0%,00:04:35,10.0
2016-06-11,0,0,0,4,0.0%,00:00:00,0.0
2016-06-10,0,0,0,4,0.0%,00:00:00,0.0
2016-06-09,0,0,0,4,0.0%,00:00:00,0.0
2016-06-08,0,0,0,4,0.0%,00:00:00,0.0
2016-06-07,0,0,0,4,0.0%,00:00:00,0.0
2016-06-06,0,0,0,4,0.0%,00:00:00,0.0
2016-06-05,0,1,1,4,0.0%,00:00:17,1.0
2016-06-04,0,1,1,4,0.0%,00:00:06,1.0
2016-06-03,0,0,0,4,0.0%,00:00:00,0.0
2016-06-02,0,0,0,4,0.0%,00:00:00,0.0
2016-06-01,0,1,1,4,0.0%,00:00:44,1.0
2016-05-31,0,1,1,4,0.0%,00:01:45,1.0
2016-05-30,0,1,2,4,0.0%,00:02:19,2.0
2016-05-29,0,0,0,4,0.0%,00:00:00,0.0
2016-05-28,0,0,0,4,0.0%,00:00:00,0.0
2016-05-27,0,1,4,4,0.0%,00:00:16,4.0
2016-05-26,0,0,0,4,0.0%,00:00:00,0.0
2016-05-25,0,1,1,4,0.0%,00:00:53,1.0
2016-05-24,0,1,10,4,0.0%,00:05:56,10.0
2016-05-23,0,3,20,4,0.0%,00:06:14,6.67
2016-05-22,0,1,7,4,0.0%,00:03:52,7.0
2016-05-21,0,1,14,4,0.0%,00:13:01,14.0
2016-05-20,0,1,52,4,0.0%,00:52:12,52.0
2016-05-19,1,2,35,4,50.0%,00:14:47,17.5
2016-05-18,0,2,45,3,0.0%,01:13:31,22.5
2016-05-17,0,1,38,3,0.0%,00:30:55,38.0
2016-05-16,0,2,105,3,0.0%,01:14:17,52.5
2016-05-15,0,1,67,3,0.0%,02:06:15,67.0
2016-05-14,0,1,138,3,0.0%,02:39:32,138.0
2016-05-13,1,2,88,3,50.0%,00:33:18,44.0
2016-05-12,0,1,3,2,0.0%,00:08:54,3.0
2016-05-11,0,1,5,2,0.0%,00:14:06,5.0
2016-05-10,0,1,5,2,0.0%,00:01:12,5.0
2016-05-09,0,1,4,2,0.0%,00:13:21,4.0
2016-05-08,0,1,7,2,0.0%,00:02:31,7.0
2016-05-07,0,1,7,2,0.0%,00:12:36,7.0
2016-05-06,0,0,0,2,0.0%,00:00:00,0.0
2016-05-05,0,1,4,2,0.0%,00:00:15,4.0
2016-05-04,0,1,1,2,0.0%,00:00:36,1.0
2016-05-03,0,1,1,2,0.0%,00:02:30,1.0
2016-05-02,1,2,4,2,50.0%,00:00:18,2.0
2016-05-01,0,1,4,1,0.0%,00:00:00,4.0
2016-04-30,0,1,2,1,0.0%,00:00:02,2.0
2016-04-29,1,1,2,1,100.0%,00:01:27,2.0
2016-04-28,0,0,0,0,0.0%,00:00:00,0.0
