日期,新增用户,活跃用户,启动次数,累计用户,新用户占比,平均日使用时长,平均日启动次数
2020/11/23,170,12957,75582,105669,1.31%,0:04:06,5.83
2020/11/22,124,10074,34789,105499,1.23%,0:02:48,3.45
2020/11/21,51,7591,22195,105375,0.67%,0:02:33,2.92
2020/11/20,112,8453,27692,105324,1.32%,0:02:32,3.28
2020/11/19,81,7750,23295,105212,1.05%,0:02:15,3.01
2020/11/18,81,8534,28863,105131,0.95%,0:02:11,3.38
2020/11/17,93,8427,28054,105050,1.10%,0:02:07,3.33
2020/11/16,173,9761,34929,104957,1.77%,0:02:24,3.58
2020/11/15,196,7681,17012,104784,2.55%,0:01:39,2.21
2020/11/14,110,8349,16847,104588,1.32%,0:01:20,2.02
2020/11/13,102,7674,19789,104478,1.33%,0:01:37,2.58
2020/11/12,176,9439,32463,104376,1.86%,0:02:35,3.44
2020/11/11,182,9696,35577,104200,1.88%,0:02:23,3.67
2020/11/10,156,8955,27460,104018,1.74%,0:02:07,3.07
2020/11/9,179,10060,36939,103862,1.78%,0:02:29,3.67
2020/11/8,188,8321,23874,103683,2.26%,0:02:07,2.87
2020/11/7,90,6425,15689,103495,1.40%,0:01:59,2.44
2020/11/6,157,8033,24259,103405,1.95%,0:02:05,3.02
2020/11/5,202,9242,32430,103248,2.19%,0:02:29,3.51
2020/11/4,194,8831,31152,103046,2.20%,0:02:57,3.53
2020/11/3,208,8975,33241,102852,2.32%,0:02:51,3.7
2020/11/2,270,9040,33844,102644,2.99%,0:02:41,3.74
2020/11/1,186,5812,15058,102374,3.20%,0:01:51,2.59
2020/10/31,94,4450,10272,102188,2.11%,0:01:52,2.31
2020/10/30,145,6943,21070,102094,2.09%,0:02:19,3.03
2020/10/29,187,7880,28795,101949,2.37%,0:02:40,3.65
2020/10/28,267,8094,31873,101762,3.30%,0:02:56,3.94
2020/10/27,233,8128,29815,101495,2.87%,0:02:47,3.67
2020/10/26,292,8287,30398,101262,3.52%,0:02:28,3.67
2020/10/25,168,5572,13787,100970,3.02%,0:02:12,2.47
2020/10/24,176,4806,11206,100802,3.66%,0:02:11,2.33
2020/10/23,490,7167,18728,100626,6.84%,0:02:07,2.61
2020/10/22,116,7929,24920,100136,1.46%,0:01:56,3.14
2020/10/21,119,6885,23543,100020,1.73%,0:01:59,3.42
2020/10/20,193,7427,27088,99901,2.60%,0:02:15,3.65
2020/10/19,365,8440,31920,99708,4.32%,0:02:17,3.78
2020/10/18,289,6066,15244,99343,4.76%,0:02:12,2.51
2020/10/17,1115,8246,24541,99054,13.52%,0:02:50,2.98
2020/10/16,1693,10665,34607,97939,15.87%,0:02:07,3.24
2020/10/15,71,5511,19227,96246,1.29%,0:01:36,3.49
2020/10/14,40,5866,22201,96175,0.68%,0:01:33,3.78
2020/10/13,65,6207,25302,96135,1.05%,0:01:42,4.08
2020/10/12,62,6559,27728,96070,0.95%,0:01:52,4.23
2020/10/11,46,4215,10301,96008,1.09%,0:01:26,2.44
2020/10/10,65,6564,26800,95962,0.99%,0:01:42,4.08
2020/10/9,90,6551,22480,95897,1.37%,0:01:47,3.43
2020/10/8,85,5079,12901,95807,1.67%,0:01:24,2.54
2020/10/7,66,3944,8616,95722,1.67%,0:01:17,2.18
2020/10/6,44,3374,7066,95656,1.30%,0:01:12,2.09
2020/10/5,48,2875,5390,95612,1.67%,0:01:06,1.87
2020/10/4,52,2464,4507,95564,2.11%,0:00:58,1.83
2020/10/3,26,2219,4040,95512,1.17%,0:01:08,1.82
2020/10/2,38,2374,4532,95486,1.60%,0:01:05,1.91
2020/10/1,46,2793,5320,95448,1.65%,0:01:05,1.9
2020/9/30,51,5910,20491,95402,0.86%,0:01:26,3.47
2020/9/29,64,7055,30239,95351,0.91%,0:01:49,4.29
2020/9/28,74,7495,33845,95287,0.99%,0:01:59,4.52
2020/9/27,103,7621,33155,95213,1.35%,0:01:59,4.35
2020/9/26,80,6091,17372,95110,1.31%,0:01:43,2.85
2020/9/25,85,7113,25438,95030,1.19%,0:01:46,3.58
2020/9/24,118,8228,39696,94945,1.43%,0:02:08,4.82
2020/9/23,108,8650,46952,94827,1.25%,0:02:26,5.43
2020/9/22,149,9338,52724,94719,1.60%,0:02:38,5.65
2020/9/21,219,9947,58994,94570,2.20%,0:02:55,5.93
2020/9/20,168,7823,25588,94351,2.15%,0:02:06,3.27
2020/9/19,140,6754,21052,94183,2.07%,0:02:03,3.12
2020/9/18,191,9283,46714,94043,2.06%,0:02:35,5.03
2020/9/17,481,10778,81634,93852,4.46%,0:03:50,7.57
2020/9/16,976,11855,96769,93371,8.23%,0:04:19,8.16
2020/9/15,532,11973,112918,92395,4.44%,0:05:10,9.43
2020/9/14,529,13288,142854,91863,3.98%,0:06:47,10.75
2020/9/13,730,13146,83125,91334,5.55%,0:05:13,6.32
2020/9/12,451,11064,54205,90604,4.08%,0:03:57,4.9
2020/9/11,417,10005,45790,90153,4.17%,0:03:22,4.58
2020/9/10,396,10202,49375,89736,3.88%,0:03:27,4.84
2020/9/9,282,9335,40985,89340,3.02%,0:02:48,4.39
2020/9/8,404,10106,54463,89058,4.00%,0:03:25,5.39
2020/9/7,464,9944,48462,88654,4.67%,0:03:28,4.87
2020/9/6,123,6770,25130,88190,1.82%,0:02:15,3.71
2020/9/5,99,7303,29994,88067,1.36%,0:02:32,4.11
2020/9/4,107,7830,34161,87968,1.37%,0:02:49,4.36
2020/9/3,138,8066,37213,87861,1.71%,0:02:57,4.61
2020/9/2,130,8340,36064,87723,1.56%,0:02:55,4.32
2020/9/1,87,7428,24227,87593,1.17%,0:02:24,3.26
2020/8/31,84,6636,19472,87506,1.27%,0:02:08,2.93
2020/8/30,65,6708,21170,87422,0.97%,0:02:35,3.16
2020/8/29,56,5329,12057,87357,1.05%,0:01:56,2.26
2020/8/28,42,4450,9639,87301,0.94%,0:01:44,2.17
2020/8/27,62,4137,8642,87259,1.50%,0:01:40,2.09
2020/8/26,68,3969,8110,87197,1.71%,0:01:37,2.04
2020/8/25,64,3577,6820,87129,1.79%,0:01:28,1.91
2020/8/24,51,3827,7717,87065,1.33%,0:01:31,2.02
2020/8/23,43,3239,6482,87014,1.33%,0:01:31,2
2020/8/22,51,3152,6091,86971,1.62%,0:01:26,1.93
2020/8/21,49,3370,6306,86920,1.45%,0:01:15,1.87
2020/8/20,75,6160,11746,86871,1.22%,0:01:18,1.91
2020/8/19,53,3245,6266,86796,1.63%,0:01:27,1.93
2020/8/18,54,3187,6214,86743,1.69%,0:01:31,1.95
2020/8/17,40,3376,6708,86689,1.18%,0:01:35,1.99
2020/8/16,46,3247,6266,86649,1.42%,0:01:32,1.93
2020/8/15,32,3004,5924,86603,1.07%,0:01:40,1.97
2020/8/14,40,3270,6646,86571,1.22%,0:01:34,2.03
2020/8/13,34,3071,6100,86531,1.11%,0:01:32,1.99
2020/8/12,37,3098,6355,86497,1.19%,0:01:36,2.05
2020/8/11,48,3740,7890,86460,1.28%,0:01:49,2.11
2020/8/10,64,4439,10011,86412,1.44%,0:01:54,2.26
2020/8/9,49,3798,8201,86348,1.29%,0:01:57,2.16
2020/8/8,43,3004,6315,86299,1.43%,0:01:47,2.1
2020/8/7,39,2965,5780,86256,1.32%,0:01:33,1.95
2020/8/6,30,2585,4889,86217,1.16%,0:01:35,1.89
2020/8/5,43,2649,4797,86187,1.62%,0:01:25,1.81
2020/8/4,30,2382,4406,86144,1.26%,0:01:25,1.85
2020/8/3,36,2659,4927,86114,1.35%,0:01:24,1.85
2020/8/2,31,2355,4217,86078,1.32%,0:01:27,1.79
2020/8/1,35,2376,4203,86047,1.47%,0:01:19,1.77
2020/7/31,35,2485,4490,86012,1.41%,0:01:19,1.81
2020/7/30,31,2357,5500,85977,1.32%,0:01:30,2.33
2020/7/29,31,2808,5537,85946,1.10%,0:01:32,1.97
2020/7/28,27,2741,5198,85915,0.99%,0:01:26,1.9
2020/7/27,16,2831,5614,85888,0.57%,0:01:26,1.98
2020/7/26,18,2719,5229,85872,0.66%,0:01:20,1.92
2020/7/25,22,2449,4630,85854,0.90%,0:01:15,1.89
2020/7/24,30,2877,5521,85832,1.04%,0:01:17,1.92
2020/7/23,23,3033,5762,85802,0.76%,0:01:22,1.9
2020/7/22,43,3517,6897,85779,1.22%,0:01:24,1.96
2020/7/21,33,2833,5439,85736,1.16%,0:01:08,1.92
2020/7/20,21,2979,5696,85703,0.70%,0:01:05,1.91
2020/7/19,23,2780,5120,85682,0.83%,0:01:02,1.84
2020/7/18,20,2799,5429,85659,0.71%,0:01:00,1.94
2020/7/17,37,3214,6307,85639,1.15%,0:01:01,1.96
2020/7/16,33,3369,7212,85602,0.98%,0:01:07,2.14
2020/7/15,27,3623,7503,85569,0.75%,0:01:08,2.07
2020/7/14,35,4217,9787,85542,0.83%,0:01:16,2.32
2020/7/13,23,4105,9472,85507,0.56%,0:01:13,2.31
2020/7/12,30,4203,9504,85484,0.71%,0:01:12,2.26
2020/7/11,47,4701,12214,85454,1.00%,0:01:30,2.6
2020/7/10,34,5736,17819,85407,0.59%,0:01:47,3.11
2020/7/9,23,7244,23582,85373,0.32%,0:01:40,3.26
2020/7/8,22,7185,26431,85350,0.31%,0:01:54,3.68
2020/7/7,26,7339,28617,85328,0.35%,0:01:53,3.9
2020/7/6,20,7550,30188,85302,0.26%,0:01:50,4
2020/7/5,13,7502,31278,85282,0.17%,0:01:57,4.17
2020/7/4,16,7993,33823,85269,0.20%,0:02:08,4.23
2020/7/3,37,9017,43155,85253,0.41%,0:02:27,4.79
2020/7/2,26,9157,44251,85216,0.28%,0:02:24,4.83
2020/7/1,29,9289,46368,85190,0.31%,0:02:22,4.99
2020/6/30,42,9301,41694,85161,0.45%,0:02:16,4.48
2020/6/29,48,9597,44566,85119,0.50%,0:02:25,4.64
2020/6/28,40,8974,37570,85071,0.45%,0:02:10,4.19
2020/6/27,36,8490,34631,85031,0.42%,0:01:58,4.08
2020/6/26,46,8071,29571,84995,0.57%,0:01:53,3.66
2020/6/25,28,7183,22467,84949,0.39%,0:01:43,3.13
2020/6/24,27,7599,23815,84921,0.36%,0:01:46,3.13
2020/6/23,39,7667,22564,84894,0.51%,0:01:44,2.94
2020/6/22,30,7430,21008,84855,0.40%,0:01:53,2.83
2020/6/21,38,6088,14746,84825,0.62%,0:01:32,2.42
2020/6/20,46,5737,13614,84787,0.80%,0:01:30,2.37
2020/6/19,38,6084,14514,84741,0.62%,0:01:41,2.39
2020/6/18,56,6630,15739,84703,0.84%,0:01:41,2.37
2020/6/17,37,7518,19386,84647,0.49%,0:02:01,2.58
2020/6/16,42,9379,29484,84610,0.45%,0:02:14,3.14
2020/6/15,54,8858,22920,84568,0.61%,0:01:58,2.59
2020/6/14,35,8210,21031,84514,0.43%,0:02:15,2.56
2020/6/13,39,9289,38797,84479,0.42%,0:03:53,4.18
2020/6/12,35,7208,18721,84440,0.49%,0:02:10,2.6
2020/6/11,36,8550,23624,84405,0.42%,0:02:39,2.76
2020/6/10,37,8493,24723,84369,0.44%,0:02:50,2.91
2020/6/9,50,10439,39973,84332,0.48%,0:04:01,3.83
2020/6/8,51,8754,28244,84282,0.58%,0:02:24,3.23
2020/6/7,32,5298,11019,84231,0.60%,0:01:26,2.08
2020/6/6,28,4780,9979,84199,0.59%,0:01:26,2.09
2020/6/5,47,6229,14516,84171,0.75%,0:01:34,2.33
2020/6/4,34,6870,16738,84124,0.49%,0:01:26,2.44
2020/6/3,41,7070,17703,84090,0.58%,0:01:27,2.5
2020/6/2,42,7917,21927,84049,0.53%,0:01:50,2.77
2020/6/1,36,7224,19142,84007,0.50%,0:01:54,2.65
2020/5/31,25,4305,8492,83971,0.58%,0:01:16,1.97
2020/5/30,32,4043,8710,83946,0.79%,0:01:15,2.15
2020/5/29,21,4668,9575,83914,0.45%,0:01:10,2.05
2020/5/28,25,5827,13071,83893,0.43%,0:01:07,2.24
2020/5/27,25,6272,15122,83868,0.40%,0:01:10,2.41
2020/5/26,44,6690,16836,83843,0.66%,0:01:17,2.52
2020/5/25,24,6345,15680,83799,0.38%,0:01:17,2.47
2020/5/24,21,4231,8390,83775,0.50%,0:01:11,1.98
2020/5/23,25,3703,7434,83754,0.68%,0:01:08,2.01
2020/5/22,28,4795,10639,83729,0.58%,0:01:13,2.22
2020/5/21,35,6032,17306,83701,0.58%,0:01:30,2.87
2020/5/20,30,6378,15381,83666,0.47%,0:01:11,2.41
2020/5/19,33,7017,17465,83636,0.47%,0:01:16,2.49
2020/5/18,23,6666,16123,83603,0.35%,0:01:13,2.42
2020/5/17,27,4705,9238,83580,0.57%,0:01:07,1.96
2020/5/16,19,4151,8428,83553,0.46%,0:01:07,2.03
2020/5/15,28,5239,10916,83534,0.53%,0:01:05,2.08
2020/5/14,36,6779,16456,83506,0.53%,0:01:12,2.43
2020/5/13,28,7371,18922,83470,0.38%,0:01:17,2.57
2020/5/12,34,7837,20873,83442,0.43%,0:01:20,2.66
2020/5/11,31,7554,19279,83408,0.41%,0:01:20,2.55
2020/5/10,40,5870,12141,83377,0.68%,0:01:08,2.07
2020/5/9,49,7814,19854,83337,0.63%,0:01:17,2.54
2020/5/8,38,7906,18356,83288,0.48%,0:01:13,2.32
2020/5/7,43,7974,21014,83250,0.54%,0:01:25,2.64
2020/5/6,37,8731,24668,83207,0.42%,0:01:29,2.83
2020/5/5,36,7247,15782,83170,0.50%,0:01:14,2.18
2020/5/4,26,5434,10729,83134,0.48%,0:01:04,1.97
2020/5/3,30,4534,8685,83108,0.66%,0:01:02,1.92
2020/5/2,21,4283,8324,83078,0.49%,0:01:07,1.94
2020/5/1,32,4861,9825,83057,0.66%,0:01:14,2.02
2020/4/30,36,7866,19820,83025,0.46%,0:01:19,2.52
2020/4/29,42,8174,21658,82989,0.51%,0:01:19,2.65
2020/4/28,32,7894,20886,82947,0.41%,0:01:22,2.65
2020/4/27,37,8532,23896,82915,0.43%,0:01:30,2.8
2020/4/26,53,8590,23370,82878,0.62%,0:01:34,2.72
2020/4/25,21,6875,15364,82825,0.31%,0:01:22,2.23
2020/4/24,38,6974,16016,82804,0.54%,0:01:23,2.3
2020/4/23,30,8345,21853,82766,0.36%,0:01:25,2.62
2020/4/22,24,9406,28248,82736,0.26%,0:01:47,3
2020/4/21,45,10220,32444,82712,0.44%,0:02:08,3.17
2020/4/20,44,9746,27353,82667,0.45%,0:01:59,2.81
2020/4/19,31,6175,12308,82623,0.50%,0:01:27,1.99
2020/4/18,28,4060,7526,82592,0.69%,0:01:34,1.85
2020/4/17,25,5224,10586,82564,0.48%,0:01:24,2.03
2020/4/16,48,6927,16884,82539,0.69%,0:01:37,2.44
2020/4/15,42,7174,18058,82491,0.59%,0:01:34,2.52
2020/4/14,29,7153,17714,82449,0.41%,0:01:28,2.48
2020/4/13,42,9146,21899,82420,0.46%,0:01:26,2.39
2020/4/12,33,4744,9031,82378,0.70%,0:01:20,1.9
2020/4/11,25,3677,7013,82345,0.68%,0:01:27,1.91
2020/4/10,29,4686,9154,82320,0.62%,0:01:11,1.95
2020/4/9,24,6454,15262,82291,0.37%,0:01:11,2.36
2020/4/8,25,6542,15972,82267,0.38%,0:01:06,2.44
2020/4/7,24,7132,18144,82242,0.34%,0:01:07,2.54
2020/4/6,25,5510,10350,82218,0.45%,0:00:56,1.88
2020/4/5,16,4115,7113,82193,0.39%,0:00:55,1.73
2020/4/4,18,3748,6638,82177,0.48%,0:00:52,1.77
2020/4/3,30,5184,10000,82159,0.58%,0:01:02,1.93
2020/4/2,36,6264,14914,82129,0.57%,0:01:05,2.38
2020/4/1,55,8545,20479,82093,0.64%,0:01:06,2.4
2020/3/31,28,6941,17739,82038,0.40%,0:01:13,2.56
2020/3/30,26,6777,16846,82010,0.38%,0:01:12,2.49
2020/3/29,27,3814,7214,81984,0.71%,0:01:02,1.89
2020/3/28,28,2839,5149,81957,0.99%,0:01:05,1.81
2020/3/27,27,4178,8151,81929,0.65%,0:00:59,1.95
2020/3/26,32,6679,16650,81902,0.48%,0:01:05,2.49
2020/3/25,25,7141,18929,81870,0.35%,0:01:12,2.65
2020/3/24,27,7256,19908,81845,0.37%,0:01:16,2.74
2020/3/23,27,7035,18341,81818,0.38%,0:01:12,2.61
2020/3/22,23,4568,8679,81791,0.50%,0:01:09,1.9
2020/3/21,22,3297,6190,81768,0.67%,0:00:59,1.88
2020/3/20,12,4663,9350,81746,0.26%,0:00:55,2.01
2020/3/19,21,6936,17921,81734,0.30%,0:01:10,2.58
2020/3/18,14,7837,22025,81713,0.18%,0:01:13,2.81
2020/3/17,23,8075,23265,81699,0.28%,0:01:10,2.88
2020/3/16,12,7615,21312,81676,0.16%,0:01:17,2.8
2020/3/15,16,4057,7578,81664,0.39%,0:01:12,1.87
2020/3/14,14,3053,5873,81648,0.46%,0:01:04,1.92
2020/3/13,19,5111,10929,81634,0.37%,0:01:01,2.14
2020/3/12,12,8096,22989,81615,0.15%,0:01:12,2.84
2020/3/11,16,8896,28201,81603,0.18%,0:01:23,3.17
2020/3/10,22,9398,30736,81587,0.23%,0:01:27,3.27
2020/3/9,32,8992,28652,81565,0.36%,0:01:28,3.19
2020/3/8,16,5706,11738,81533,0.28%,0:01:14,2.06
2020/3/7,11,4033,7885,81517,0.27%,0:01:05,1.96
2020/3/6,22,6741,15277,81506,0.33%,0:01:06,2.27
2020/3/5,21,9804,32220,81484,0.21%,0:01:23,3.29
2020/3/4,14,10801,40087,81463,0.13%,0:01:43,3.71
2020/3/3,20,11209,44052,81449,0.18%,0:01:46,3.93
2020/3/2,30,11230,42985,81429,0.27%,0:01:55,3.83
2020/3/1,22,8169,21123,81399,0.27%,0:01:35,2.59
2020/2/29,21,5608,13446,81377,0.37%,0:01:34,2.4
2020/2/28,19,9554,28758,81356,0.20%,0:01:36,3.01
2020/2/27,28,12712,62770,81337,0.22%,0:02:35,4.94
2020/2/26,23,13415,70794,81309,0.17%,0:02:46,5.28
2020/2/25,43,13848,81182,81286,0.31%,0:03:19,5.86
2020/2/24,79,14775,98573,81243,0.53%,0:04:29,6.67
2020/2/23,97,13419,61983,81164,0.72%,0:03:48,4.62
2020/2/22,36,7222,17914,81067,0.50%,0:02:07,2.48
2020/2/21,39,8518,24131,81031,0.46%,0:02:14,2.83
2020/2/20,44,9553,29760,80992,0.46%,0:02:45,3.12
2020/2/19,33,8280,23651,80948,0.40%,0:02:00,2.86
2020/2/18,42,8558,25271,80915,0.49%,0:02:00,2.95
2020/2/17,44,9305,39505,80873,0.47%,0:02:41,4.25
2020/2/16,32,6436,17802,80829,0.50%,0:02:07,2.77
2020/2/15,36,5415,12166,80797,0.66%,0:01:48,2.25
2020/2/14,60,11048,20723,80761,0.54%,0:01:31,1.88
2020/2/13,29,5464,11343,80701,0.53%,0:01:33,2.08
2020/2/12,18,3523,6980,80672,0.51%,0:01:24,1.98
2020/2/11,29,3602,7705,80654,0.81%,0:01:56,2.14
2020/2/10,20,3394,6260,80625,0.59%,0:01:08,1.84
2020/2/9,10,2268,4017,80605,0.44%,0:00:59,1.77
2020/2/8,20,2405,4310,80595,0.83%,0:00:59,1.79
2020/2/7,24,4507,7861,80575,0.53%,0:01:02,1.74
2020/2/6,28,2409,4416,80551,1.16%,0:01:12,1.83
2020/2/5,20,2632,4561,80523,0.76%,0:01:05,1.73
2020/2/4,14,2464,4500,80503,0.57%,0:00:59,1.83
2020/2/3,21,2530,4497,80489,0.83%,0:01:00,1.78
2020/2/2,12,2541,4576,80468,0.47%,0:01:00,1.8
2020/2/1,10,2874,5312,80456,0.35%,0:01:03,1.85
2020/1/31,24,3208,6042,80446,0.75%,0:01:06,1.88
2020/1/30,15,3178,6077,80422,0.47%,0:01:07,1.91
2020/1/29,22,3713,7334,80407,0.59%,0:01:07,1.98
2020/1/28,14,4047,8331,80385,0.35%,0:01:14,2.06
2020/1/27,17,4443,9347,80371,0.38%,0:01:06,2.1
2020/1/26,13,5056,11058,80354,0.26%,0:01:12,2.19
2020/1/25,18,5736,14259,80341,0.31%,0:01:19,2.49
2020/1/24,28,7373,20332,80323,0.38%,0:01:32,2.76
2020/1/23,44,9914,37732,80295,0.44%,0:02:26,3.81
2020/1/22,65,11855,47714,80251,0.55%,0:02:33,4.02
2020/1/21,67,12854,59967,80186,0.52%,0:02:56,4.67
2020/1/20,61,13518,66863,80119,0.45%,0:03:03,4.95
2020/1/19,88,14181,79874,80058,0.62%,0:03:42,5.63
2020/1/18,100,14356,87489,79970,0.70%,0:03:53,6.09
2020/1/17,66,14677,103566,79870,0.45%,0:04:11,7.06
2020/1/16,84,14742,102227,79804,0.57%,0:03:45,6.93
2020/1/15,43,14545,107193,79720,0.30%,0:03:52,7.37
2020/1/14,34,14453,100156,79677,0.24%,0:03:17,6.93
2020/1/13,41,14749,121629,79643,0.28%,0:03:49,8.25
2020/1/12,53,14140,95052,79602,0.37%,0:03:11,6.72
2020/1/11,27,13809,78402,79549,0.20%,0:02:31,5.68
2020/1/10,20,13692,70348,79522,0.15%,0:02:19,5.14
2020/1/9,20,13326,64715,79502,0.15%,0:02:16,4.86
2020/1/8,31,13471,58568,79482,0.23%,0:02:22,4.35
2020/1/7,20,13805,60317,79451,0.14%,0:02:30,4.37
2020/1/6,38,14209,61995,79431,0.27%,0:02:32,4.36
2020/1/5,18,11851,35251,79393,0.15%,0:02:03,2.97
2020/1/4,31,10036,28009,79375,0.31%,0:01:51,2.79
2020/1/3,30,11776,38887,79344,0.25%,0:02:03,3.3
2020/1/2,38,14397,57585,79314,0.26%,0:02:21,4
2020/1/1,21,10095,26667,79276,0.21%,0:01:43,2.64
,,7190.788095,142854,,,,
,,14775,,,,,
